Model,Year,Miles,Location,Prices,Link,Scraped_On
 BMW 3 series 335i Sedan 4D,2011,83K miles,"Berlin, CT","$5,000",https://www.facebook.com//marketplace/item/344799361843599/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Hyundai sonata GLS Sedan 4D,2011,128K miles,"Trumbull, CT","$3,999",https://www.facebook.com//marketplace/item/457297383705434/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Nissan altima 3.5 SR Sedan 4D,2010,27K miles,"West Haven, CT","$1,400",https://www.facebook.com//marketplace/item/440032165516747/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Honda accord EX Sedan 4D,2007,140K miles,"Cromwell, CT","$3,150",https://www.facebook.com//marketplace/item/2232212610447590/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Volkswagen golf sportwagen TSI S Wagon 4D,2016,144K miles,"East Windsor, CT","$5,000",https://www.facebook.com//marketplace/item/1721742931964012/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Audi a6 2.0T Premium Plus Sedan 4D,2013,130K miles,"Mystic, CT","$4,500",https://www.facebook.com//marketplace/item/2875044279321053/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Honda accord EX-L Coupe 2D,2008,120K miles,"Bristol, CT","$10,000",https://www.facebook.com//marketplace/item/1541392990141097/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 BMW 3 series 328i xDrive Sedan 4D,2011,93K miles,"Middletown, CT","$6,000",https://www.facebook.com//marketplace/item/1469142943962556/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Mazda mazda3,2007,20K miles,"New Britain, CT","$3,000",https://www.facebook.com//marketplace/item/1004791374011908/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Honda accord LX-P Sedan 4D,2012,190K miles,"West Hartford, CT","$5,000",https://www.facebook.com//marketplace/item/1009384607463764/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Hyundai elantra,2008,102K miles · Dealership,"Hartford, CT","$5,995",https://www.facebook.com//marketplace/item/443499565111876/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Toyota camry,2016,1.7K miles,"Hartford, CT","$9,500",https://www.facebook.com//marketplace/item/332039619943228/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Toyota camry LE Sedan 4D,2017,108K miles,"New Britain, CT","$10,500",https://www.facebook.com//marketplace/item/1380452152666969/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Toyota corolla LE Sedan 4D,2011,131K miles,"Bristol, CT","$7,200",https://www.facebook.com//marketplace/item/1229218148244693/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Kia optima EX Sedan 4D,2015,115K miles,"Bolton, CT","$7,500",https://www.facebook.com//marketplace/item/1808034089702928/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Nissan altima 3.5 SR Sedan 4D,2017,65K miles,"Springfield, MA","$8,500",https://www.facebook.com//marketplace/item/1221520262172241/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Nissan rogue SV,2017,60K miles,"West Springfield, MA","$9,500",https://www.facebook.com//marketplace/item/1537191577208502/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Nissan rogue SV Sport Utility 4D,2015,122K miles,"Windsor, CT","$6,200",https://www.facebook.com//marketplace/item/1408331593217633/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Toyota corolla LE Sedan 4D,2023,3K miles,"Agawam, MA","$22,500",https://www.facebook.com//marketplace/item/2226982134304087/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Nissan altima 2.5 S Sedan 4D,2016,22K miles,"New Haven, CT","$3,700",https://www.facebook.com//marketplace/item/7202843426487089/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Hyundai sonata GLS Sedan 4D,2011,116K miles,"New Britain, CT","$4,900",https://www.facebook.com//marketplace/item/1147286993210367/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Honda civic EX Sedan 4D,2016,149K miles,"East Lyme, CT","$10,900",https://www.facebook.com//marketplace/item/977625664057842/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Hyundai sonata SE Sedan 4D,2012,22K miles,"Hartford, CT","$3,500",https://www.facebook.com//marketplace/item/3779808212263906/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Volvo s60 T5 Cross Country Sedan 4D,2018,15K miles,"West Hartford, CT","$6,000",https://www.facebook.com//marketplace/item/478567691244093/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Hyundai elantra GLS Sedan 4D,2004,60K miles,"West Hartford, CT","$3,200",https://www.facebook.com//marketplace/item/1224131049031637/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Nissan sentra SR Sedan 4D,2016,130K miles,"Wading River, NY","$6,500",https://www.facebook.com//marketplace/item/3333263576979766/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Mazda mazda3 i Touring Hatchback 4D,2012,150K miles,"Woodbury, CT","$5,500",https://www.facebook.com//marketplace/item/7721473701255314/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Volkswagen jetta 2.0T Sedan 4D,2007,15K miles,"Guilford, CT","$4,400",https://www.facebook.com//marketplace/item/1172895287365999/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Honda accord LX Sedan 4D,2014,147K miles,"New Britain, CT","$8,500",https://www.facebook.com//marketplace/item/993748055362263/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Honda accord EX Sedan 4D,2008,105K miles,"Manchester, CT","$4,700",https://www.facebook.com//marketplace/item/7084411901661433/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Hyundai elantra GLS Sedan 4D,2012,122K miles · Dealership,"West Springfield, MA","$1,300",https://www.facebook.com//marketplace/item/1130272954940482/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Honda civic LX,2007,98K miles,"Cheshire, CT","$5,250",https://www.facebook.com//marketplace/item/1173051450510705/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Hyundai veloster Turbo Coupe 3D,2015,83K miles,"Monroe, CT","$7,000",https://www.facebook.com//marketplace/item/1708128593348990/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Nissan altima 3.5 SL Sedan 4D,2013,134K miles,"East Hartford, CT","$5,000",https://www.facebook.com//marketplace/item/340519009075496/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Hyundai elantra Limited Sedan 4D,2011,208K miles,"Southbury, CT","$3,500",https://www.facebook.com//marketplace/item/2115246322191450/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Subaru legacy,2015,106K miles,"New Britain, CT","$11,900",https://www.facebook.com//marketplace/item/999907968805530/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Nissan sentra Sedan 4D,2005,103K miles,"Rocky Hill, CT","$5,000",https://www.facebook.com//marketplace/item/1164324511359379/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Audi a4,2009,155K miles,"East Hartford, CT","$7,500",https://www.facebook.com//marketplace/item/7781372415287221/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Toyota prius I Hatchback 4D,2010,130K miles · Dealership,"Springfield, MA","$6,999",https://www.facebook.com//marketplace/item/765834972288694/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Nissan altima 2.5 S Sedan 4D,2008,140K miles,"East Hartford, CT","$4,300",https://www.facebook.com//marketplace/item/387797960935684/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Subaru impreza 2.0i Sport Premium Wagon 4D,2013,142K miles,"Torrington, CT","$4,800",https://www.facebook.com//marketplace/item/258070700731677/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Chevrolet cruze LT Sedan 4D,2013,98K miles,"Glastonbury, CT","$4,400",https://www.facebook.com//marketplace/item/471190222285058/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Nissan altima 2.5 S Sedan 4D,2010,135K miles,"Windsor, CT","$4,200",https://www.facebook.com//marketplace/item/455166447316851/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Honda civic LX Sedan 4D,2007,143K miles,"New Haven, CT",$1,https://www.facebook.com//marketplace/item/396461290068208/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Volkswagen golf 2.5L Hatchback 4D,2013,86K miles,"New Britain, CT","$4,800",https://www.facebook.com//marketplace/item/7363325383776366/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Toyota camry SE Sedan 4D,2002,120K miles,"Bridgeport, CT","$2,800",https://www.facebook.com//marketplace/item/446967524961475/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Ford escape Titanium Sport Utility 4D,2013,99K miles,"Enfield, CT","$5,900",https://www.facebook.com//marketplace/item/1117380142709508/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Toyota corolla S Sedan 4D,2009,167K miles,"Durham, CT","$4,800",https://www.facebook.com//marketplace/item/853348016652408/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Mercedes-Benz c-class C 300 4MATIC Sport Sedan 4D,2010,174K miles,"Bloomfield, CT","$5,200",https://www.facebook.com//marketplace/item/497609409395041/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Kia optima Hybrid Sedan 4D,2012,98K miles,"Coventry, CT","$1,234",https://www.facebook.com//marketplace/item/451891837816078/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Audi a4 2.0T Quattro Premium Sedan 4D,2012,91K miles,"New Britain, CT","$8,900",https://www.facebook.com//marketplace/item/6042207222569844/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Honda accord EX Coupe 2D,2010,136K miles,"Hartford, CT","$7,000",https://www.facebook.com//marketplace/item/1015983923486452/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Mazda mazda3 s Grand Touring Sedan 4D,2006,149K miles,"East Windsor, CT","$3,500",https://www.facebook.com//marketplace/item/1209296740414836/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Subaru forester 2.5XT Premium Sport Utility 4D,2011,110K miles,"South Windsor, CT","$3,900",https://www.facebook.com//marketplace/item/8133783449986172/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Honda cr-v LX Sport Utility 4D,2010,275K miles,"New Britain, CT","$5,200",https://www.facebook.com//marketplace/item/1203456917336286/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Honda accord EX Sedan 4D,2009,193K miles,"New Britain, CT","$5,000",https://www.facebook.com//marketplace/item/1856199701548150/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Acura mdx Sport Utility 4D,2012,100K miles,"Bridgeport, CT","$5,000",https://www.facebook.com//marketplace/item/1005362867656803/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Ford fusion,2015,109K miles,"Manchester, CT","$12,706",https://www.facebook.com//marketplace/item/1421263929267106/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Honda cr-v,2016,64K miles,"Berlin, CT","$14,995",https://www.facebook.com//marketplace/item/1160874748598491/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Nissan murano sl,2007,84K miles,"Fairfield, CT","$5,700",https://www.facebook.com//marketplace/item/1567580417446756/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Volvo xc70 3.2 Premier Wagon 4D,2014,53K miles,"Newington, CT","$14,500",https://www.facebook.com//marketplace/item/1831959953984524/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Subaru impreza 2.0i Sedan 4D,2012,146K miles,"West Hartford, CT","$5,800",https://www.facebook.com//marketplace/item/750392570571447/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Dodge dart SE Sedan 4D,2013,215K miles,"Avon, CT","$3,000",https://www.facebook.com//marketplace/item/3980823222145391/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Honda civic LX Sedan 4D,2000,124K miles,"Naugatuck, CT","$3,000",https://www.facebook.com//marketplace/item/441047698816655/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Mazda mazda6 MAZDASPEED6 Sport Sedan 4D,2007,16K miles,"New Haven, CT","$3,000",https://www.facebook.com//marketplace/item/778662164110432/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Honda cr-v Touring Sport Utility 4D,2020,13K miles,"New Britain, CT","$20,000",https://www.facebook.com//marketplace/item/1500711124152787/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Hyundai elantra GLS Sedan 4D,2009,157K miles,"Hartford, CT","$3,800",https://www.facebook.com//marketplace/item/822274296672513/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Kia sorento LX Sport Utility 4D,2013,136K miles,"Hartford, CT","$4,900",https://www.facebook.com//marketplace/item/831669485212746/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Jeep patriot Sport SUV 4D,2014,77K miles,"Willimantic, CT","$7,300",https://www.facebook.com//marketplace/item/1016852590441044/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Nissan altima 3.5 SE Sedan 4D,2008,186K miles,"New Britain, CT","$2,000",https://www.facebook.com//marketplace/item/430737729876057/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Volvo s60 T5 Sedan 4D,2012,207K miles,"West Hartford, CT","$3,000",https://www.facebook.com//marketplace/item/852566299952788/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Volvo xc90,2013,121K miles,"Wethersfield, CT","$5,600",https://www.facebook.com//marketplace/item/1531839197743389/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Nissan maxima SV Sedan 4D,2012,160K miles,"Milford, CT","$4,500",https://www.facebook.com//marketplace/item/1020123136384564/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Honda accord EX-L Sedan 4D,2004,166K miles · Dealership,"Bloomfield, CT","$2,899",https://www.facebook.com//marketplace/item/1045540570271985/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Subaru outback limited,2010,122K miles · Dealership,"Stamford, CT","$6,295",https://www.facebook.com//marketplace/item/959063155639787/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Toyota camry LE Sedan 4D,2001,170K miles,"Coventry, CT","$2,500",https://www.facebook.com//marketplace/item/2391005901090256/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Honda pilot EX-L Sport Utility 4D,2011,135K miles,"Enfield, CT","$8,500",https://www.facebook.com//marketplace/item/400352519092660/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Subaru impreza 2.0i sport premium,2012,179K miles,"Farmington, CT","$6,500",https://www.facebook.com//marketplace/item/2283345811868964/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 BMW 3 series 328i xDrive Sedan 4D,2014,110K miles,"Hartford, CT","$4,000",https://www.facebook.com//marketplace/item/446881161413276/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 MINI clubman Cooper S Hatchback 3D,2009,109K miles,"Naugatuck, CT","$6,000",https://www.facebook.com//marketplace/item/1972654043151636/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Honda civic EX Sedan 4D,2006,300K miles,"New Britain, CT","$2,300",https://www.facebook.com//marketplace/item/823522902525190/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Honda accord EX Sedan 4D,2000,101K miles,"Hamden, CT","$3,500",https://www.facebook.com//marketplace/item/1153890552424260/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Hyundai elantra Eco Sedan 4D,2018,126K miles,"Southington, CT","$7,500",https://www.facebook.com//marketplace/item/922630069363257/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Hyundai Sonata,2017,155K miles,"New Britain, CT","$6,900",https://www.facebook.com//marketplace/item/533060972382980/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Honda accord EX Sedan 4D,2012,94K miles,"Berlin, CT","$6,995",https://www.facebook.com//marketplace/item/430183236600643/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Honda civic LX Sedan 4D,2013,100K miles,"Wolcott, CT","$9,500",https://www.facebook.com//marketplace/item/879556367539061/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Nissan versa SL Sedan 4D,2014,67K miles,"Milford, CT","$5,700",https://www.facebook.com//marketplace/item/1174205467230555/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Hyundai tucson Limited Sport Utility 4D,2014,112K miles,"Bristol, CT","$7,495",https://www.facebook.com//marketplace/item/1139362107371198/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Mazda mazda3 i Sport Sedan 4D,2011,134K miles,"Manchester, CT","$4,000",https://www.facebook.com//marketplace/item/881997970406185/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Honda civic LX Sedan 4D,2012,147K miles,"Bridgeport, CT","$5,950",https://www.facebook.com//marketplace/item/830748821967141/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Dodge dart SXT Sedan 4D,2014,125K miles,"Milford, CT","$5,300",https://www.facebook.com//marketplace/item/346426481659327/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Mitsubishi lancer ES Sedan 4D,2016,71K miles,"Springfield, MA","$10,995",https://www.facebook.com//marketplace/item/776830664562666/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Toyota corolla S Sedan 4D,2009,156K miles,"New Britain, CT","$7,000",https://www.facebook.com//marketplace/item/834723438108483/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Mazda cx-9 Touring Sport Utility 4D,2014,92K miles,"Vernon Rockville, CT","$10,000",https://www.facebook.com//marketplace/item/433341356105561/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Hyundai sonata GLS Sedan 4D,2009,110K miles,"East Hartford, CT","$4,800",https://www.facebook.com//marketplace/item/783829233866223/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
 Hyundai sonata GLS Sedan 4D,2014,166K miles,"Warren, MA","$4,900",https://www.facebook.com//marketplace/item/421018547364975/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af7aed136-74a7-497b-9b0f-bb1c125b98eb&__tn__=!%3AD,2024-07-03
