Model,Year,Miles,Location,Prices,Link,Scraped_On
 Ford focus S Sedan 4D,2013,125K miles,"Hamilton, OH","$3,500",https://www.facebook.com//marketplace/item/980635580512766/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Ford focus SE Sedan 4D,2012,200K miles,"Cincinnati, OH","$2,750",https://www.facebook.com//marketplace/item/8197880343612584/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Subaru 2.5i premium awd sedan,2013,152K miles,"Fairfield, OH","$5,900",https://www.facebook.com//marketplace/item/459134076695238/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Ford torpedo,1911,500 miles,"Cincinnati, OH","$36,000",https://www.facebook.com//marketplace/item/1012071293405715/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Honda civic EX Sedan 4D,2008,163K miles,"Cincinnati, OH","$4,200",https://www.facebook.com//marketplace/item/1221546182312552/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Chevrolet equinox LT Sport Utility 4D,2017,130K miles,"Covington, KY","$2,000",https://www.facebook.com//marketplace/item/3799858686909698/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Audi a6 3.0T Quattro Premium Sedan 4D,2012,238K miles,"Cincinnati, OH","$2,200",https://www.facebook.com//marketplace/item/324278514093584/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Ford ranger super cab XLT Pickup 2D 6 ft,2006,73K miles,"Cincinnati, OH","$9,600",https://www.facebook.com//marketplace/item/1685204432233708/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Mazda tribute i Sport Utility 4D,2006,139K miles,"Covington, KY","$2,000",https://www.facebook.com//marketplace/item/767804015425397/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Ford fusion SE Sedan 4D,2013,220K miles,"Erlanger, KY","$1,200",https://www.facebook.com//marketplace/item/361339053648885/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Chevrolet cobalt LS Sedan 4D,2008,185K miles,"Fort Mitchell, KY","$2,400",https://www.facebook.com//marketplace/item/1241089276882255/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Honda civic LX Sedan 4D,2003,178K miles,"Cincinnati, OH","$1,500",https://www.facebook.com//marketplace/item/873959534753080/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Dodge avenger,2014,211K miles,"Cincinnati, OH","$2,700",https://www.facebook.com//marketplace/item/1623520158446840/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Volkswagen passat Sedan 4D,2007,120K miles,"Cincinnati, OH",$1,https://www.facebook.com//marketplace/item/462000836581894/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Volkswagen new beetle GL Hatchback 2D,2004,125K miles,"Miamisburg, OH","$3,200",https://www.facebook.com//marketplace/item/508335578281260/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Hyundai santa fe Limited Sport Utility 4D,2009,261K miles,"Cincinnati, OH","$4,300",https://www.facebook.com//marketplace/item/1134730314471752/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Honda accord LX Sedan 4D,2020,26K miles,"Cincinnati, OH","$16,155",https://www.facebook.com//marketplace/item/1604391083659688/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Mazda mazda3,2010,180K miles,"Cincinnati, OH","$1,800",https://www.facebook.com//marketplace/item/495837249500227/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Honda civic EX Sedan 4D,2007,149K miles,"Lexington, KY","$4,400",https://www.facebook.com//marketplace/item/967019438508676/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Honda accord,2005,191K miles,"Cincinnati, OH","$2,500",https://www.facebook.com//marketplace/item/1942226469532432/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Toyota corolla S Sedan 4D,2009,216K miles,"Frenchburg, KY","$1,500",https://www.facebook.com//marketplace/item/1414921299207838/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Honda crosstour EX Sport Utility 4D,2012,158K miles,"Cincinnati, OH","$7,200",https://www.facebook.com//marketplace/item/2116130602105235/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Ford taurus sel,2015,127K miles,"Cincinnati, OH","$7,100",https://www.facebook.com//marketplace/item/970201808044974/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Ford mustang,2015,119K miles,"Cincinnati, OH","$2,000",https://www.facebook.com//marketplace/item/2820421464783048/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Mazda mazda3 s Sport Hatchback 4D,2008,200K miles,"Cincinnati, OH","$2,800",https://www.facebook.com//marketplace/item/355804664209917/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Subaru impreza 2.5i Premium Sedan 4D,2010,134K miles,"Camp Dennison, OH","$4,995",https://www.facebook.com//marketplace/item/1132960521322856/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Scion Hatchback Coupe 2D,2005,226K miles,"Milford, OH","$2,000",https://www.facebook.com//marketplace/item/1001696071659727/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Toyota camry LE Sedan 4D,2000,216K miles,"Louisville, KY","$2,600",https://www.facebook.com//marketplace/item/1843864942761344/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Ford focus SES Coupe 2D,2010,100K miles,"Cincinnati, OH","$4,300",https://www.facebook.com//marketplace/item/1256845052366052/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Chevrolet sonic LS Hatchback Sedan 4D,2013,116K miles,"Cincinnati, OH","$3,500",https://www.facebook.com//marketplace/item/972009617892390/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Chevrolet cruze LT Sedan 4D,2013,171K miles,"Hamilton, OH","$3,999",https://www.facebook.com//marketplace/item/980713280362918/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Honda accord,2023,11K miles,"Cincinnati, OH","$24,500",https://www.facebook.com//marketplace/item/465039549504652/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Volkswagen cc VR6 Lux Sedan 4D,2013,157K miles,"Cincinnati, OH","$3,100",https://www.facebook.com//marketplace/item/379232175074830/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Ford f250 super duty crew cab Lariat Pickup 4D 6 3/4 ft,2005,203K miles,"Cincinnati, OH","$1,234",https://www.facebook.com//marketplace/item/1130286934746584/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Chevrolet camaro LT Coupe 2D,2012,108K miles,"Cincinnati, OH","$7,200",https://www.facebook.com//marketplace/item/427355033049294/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Chevrolet camaro LS Coupe 2D,2013,163K miles,"Cincinnati, OH","$9,000",https://www.facebook.com//marketplace/item/417735181249899/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Hyundai sonata SE Sedan 4D,2014,123K miles,"Cincinnati, OH","$4,410",https://www.facebook.com//marketplace/item/774142288110491/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Toyota corolla SE Sedan 4D,2018,104K miles,"Hamilton, OH","$10,400",https://www.facebook.com//marketplace/item/701913202041577/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Hyundai elantra SE Sedan 4D,2018,142K miles,"Lexington, KY","$7,000",https://www.facebook.com//marketplace/item/771241585176473/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Hyundai elantra GLS Sedan 4D,2012,149K miles Â· Dealership,"Cincinnati, OH","$4,500",https://www.facebook.com//marketplace/item/1225386188818087/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Nissan sentra SV Sedan 4D,2016,100K miles,"Dayton, OH","$6,500",https://www.facebook.com//marketplace/item/329748183409622/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Kia optima EX Sedan 4D,2018,100K miles,"Dayton, OH","$7,500",https://www.facebook.com//marketplace/item/371284222732223/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Hyundai elantra GLS Sedan 4D,2013,171K miles,"Covington, KY","$3,500",https://www.facebook.com//marketplace/item/1522530998607443/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Toyota corolla LE Sedan 4D,2009,173K miles,"Florence, KY","$6,500",https://www.facebook.com//marketplace/item/1652058432283703/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Toyota corolla LE Sedan 4D,2009,192K miles,"Cincinnati, OH","$4,800",https://www.facebook.com//marketplace/item/491489263335240/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Toyota camry LE Sedan 4D,2009,198K miles,"Augusta, KY","$3,500",https://www.facebook.com//marketplace/item/1004288691050027/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Hyundai sonata Eco Sedan 4D,2016,137K miles,"Fairfield, OH","$3,500",https://www.facebook.com//marketplace/item/1125036348787024/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Nissan altima 2.5 SV Sedan 4D,2015,154K miles Â· Dealership,"Cincinnati, OH","$5,850",https://www.facebook.com//marketplace/item/1493862571213395/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Nissan altima sr (down-payment),2024,300 miles,"Cincinnati, OH","$2,000",https://www.facebook.com//marketplace/item/3650446158500588/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Hyundai tucson Limited Sport Utility 4D,2013,173K miles,"Cincinnati, OH","$7,000",https://www.facebook.com//marketplace/item/8340961865922093/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Mazda mazda3 Grand Touring Sedan 4D,2018,40K miles,"Cincinnati, OH","$18,000",https://www.facebook.com//marketplace/item/478749694541248/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Lexus IS 250 Sport Sedan 4D,2009,163K miles,"Newport, KY","$4,000",https://www.facebook.com//marketplace/item/1651358309034800/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Toyota corolla CE Sedan 4D,2007,212K miles,"Cincinnati, OH","$3,500",https://www.facebook.com//marketplace/item/495417746353625/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Nissan maxima SV Sedan 4D,2013,81K miles,"Cincinnati, OH","$8,550",https://www.facebook.com//marketplace/item/390249113753939/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Honda accord EX-L Sedan 4D,2012,111K miles,"Fairfield, OH","$9,850",https://www.facebook.com//marketplace/item/8207611969291247/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Toyota prius,2021,16K miles,"Loveland, OH","$18,900",https://www.facebook.com//marketplace/item/492069656727625/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Honda civic EX-L Sedan 4D,2012,200K miles,"New Carlisle, OH","$4,300",https://www.facebook.com//marketplace/item/406749022413903/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Hyundai sonata GLS Sedan 4D,2011,210K miles,"Cincinnati, OH","$1,500",https://www.facebook.com//marketplace/item/438971141830172/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Kia sorento Sport Utility 4D,2012,119K miles,"Springfield, OH","$5,000",https://www.facebook.com//marketplace/item/483388487511221/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Mazda mazda6 s Sport Value Edition Sedan 4D,2008,141K miles,"Lexington, KY","$3,490",https://www.facebook.com//marketplace/item/1160417548435421/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Nissan versa S Hatchback 4D,2008,81K miles Â· Dealership,"Middletown, OH","$4,450",https://www.facebook.com//marketplace/item/7781488991967159/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Chevrolet cruze Lt,2014,98K miles,"Cincinnati, OH","$6,000",https://www.facebook.com//marketplace/item/1195886401581265/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Kia forte EX Hatchback 4D,2011,230K miles,"Middletown, OH","$2,500",https://www.facebook.com//marketplace/item/351216038006451/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Nissan versa Note S Hatchback 4D,2015,120K miles,"Cincinnati, OH",$300,https://www.facebook.com//marketplace/item/2627653237414475/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Nissan versa S Hatchback 4D,2012,168K miles,"Cincinnati, OH","$3,600",https://www.facebook.com//marketplace/item/745712614422097/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Nissan versa S Sedan 4D,2010,159K miles,"Fort Mitchell, KY","$2,700",https://www.facebook.com//marketplace/item/385528684533299/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Toyota prius Hatchback 4D,2009,198K miles,"Loveland, OH","$5,999",https://www.facebook.com//marketplace/item/788703979746208/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Toyota prius c hybrid,2012,64K miles,"Dayton, OH","$3,080",https://www.facebook.com//marketplace/item/325306150633079/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Ford fusion SE Sedan 4D,2016,125K miles,"Cincinnati, OH","$8,500",https://www.facebook.com//marketplace/item/802323338677147/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Mitsubishi outlander sport ES Sport Utility 4D,2019,121K miles,"Cincinnati, OH","$8,800",https://www.facebook.com//marketplace/item/1653913105362147/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Honda accord EX-L Sedan 4D,2010,234K miles,"Cincinnati, OH","$3,500",https://www.facebook.com//marketplace/item/1216870949482240/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Chevrolet cavalier,2002,100K miles,"Hamilton, OH",$600,https://www.facebook.com//marketplace/item/2818565204966261/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Saturn ion 1 Sedan 4D,2004,138K miles,"Cincinnati, OH","$3,500",https://www.facebook.com//marketplace/item/26269615952623730/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Ford focus SE Sedan 4D,2008,145K miles,"Winchester, OH","$2,500",https://www.facebook.com//marketplace/item/1904343736671118/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Toyota venza Wagon 4D,2011,155K miles,"Dayton, OH","$8,900",https://www.facebook.com//marketplace/item/879924700634997/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Chevrolet cruze LT Sedan 4D,2012,190K miles,"Germantown, OH","$3,500",https://www.facebook.com//marketplace/item/1831887413975753/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Mercedes-Benz c-class C 300 4MATIC Sport Sedan 4D,2013,91K miles,"Cincinnati, OH","$11,999",https://www.facebook.com//marketplace/item/1589139838301265/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Ford edge SEL Sport Utility 4D,2013,164K miles,"Cincinnati, OH","$4,950",https://www.facebook.com//marketplace/item/1513390635881688/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Mazda cx-7,2007,200K miles,"Cincinnati, OH",$700,https://www.facebook.com//marketplace/item/829178172191997/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Audi a4 1.8T Quattro Sedan 4D,2004,151K miles,"Cincinnati, OH","$2,500",https://www.facebook.com//marketplace/item/997300005260465/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Volkswagen passat 2.0T Sedan 4D,2006,19K miles,"Canaan, IN","$1,200",https://www.facebook.com//marketplace/item/475628961726453/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Toyota camry LE Sedan 4D,1996,297K miles,"Hamilton, OH","$2,750",https://www.facebook.com//marketplace/item/838033501194478/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Volkswagen new beetle GL Convertible 2D,2005,136K miles,"Amelia, OH","$4,200",https://www.facebook.com//marketplace/item/1019340942383853/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Chevrolet Aveo5 LS Hatchback Sedan 4D,2007,100K miles,"Cincinnati, OH","$2,000",https://www.facebook.com//marketplace/item/1004621941277484/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Pontiac vibe awd,2009,110K miles,"Lebanon, OH","$6,200",https://www.facebook.com//marketplace/item/787268213512316/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Ford focus SE Sedan 4D,2003,159K miles,"Covington, KY","$3,500",https://www.facebook.com//marketplace/item/800524962149013/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Nissan versa S Hatchback 4D,2011,205K miles,"Camp Dennison, OH","$2,500",https://www.facebook.com//marketplace/item/787491593431261/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Honda accord EX Sedan 4D,2004,220K miles,"Cincinnati, OH","$2,900",https://www.facebook.com//marketplace/item/1151286172799607/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Jaguar s-type Sedan 4D,2008,83K miles,"Hamilton, OH","$8,650",https://www.facebook.com//marketplace/item/875513197722663/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Ford escape S Sport Utility 4D,2013,199K miles,"Lexington, KY","$3,750",https://www.facebook.com//marketplace/item/1176548276991037/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Ford focus SE Hatchback 4D,2014,140K miles,"Lexington, KY","$3,700",https://www.facebook.com//marketplace/item/1004258747657561/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Ford fiesta SE Hatchback 4D,2012,171K miles,"Miamisburg, OH","$3,200",https://www.facebook.com//marketplace/item/3732829710311117/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Buick lesabre Custom Sedan 4D,2004,190K miles,"Cincinnati, OH","$2,500",https://www.facebook.com//marketplace/item/1714217322444470/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Chevrolet malibu LT Sedan 4D,2011,145K miles Â· Dealership,"Cincinnati, OH","$3,500",https://www.facebook.com//marketplace/item/1154411258902782/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
 Chevrolet equinox LT Sport Utility 4D,2010,149K miles Â· Dealership,"Cincinnati, OH","$3,500",https://www.facebook.com//marketplace/item/1465934870728171/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A608e238a-45cd-43af-8c2a-7ffd4e4a37c3&__tn__=!%3AD,2024-07-07
