Model,Year,Miles,Location,Prices,Link,Scraped_On
 Dodge dart full loaded GT,2014,88K miles · Dealership,"Lafayette, IN","$11,900",https://www.facebook.com//marketplace/item/365380333152528/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Nissan altima,2021,76K miles,"Lebanon, IN","$18,997",https://www.facebook.com//marketplace/item/1032555831826204/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Nissan mÁxima 3.5s loaded SV,2017,75K miles · Dealership,"Lafayette, IN","$14,900",https://www.facebook.com//marketplace/item/1097248621476360/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Dodge charger SXT Sedan 4D,2020,39K miles · Dealership,"Lafayette, IN","$22,900",https://www.facebook.com//marketplace/item/1622425821891465/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Ford fusion se sedan,2019,56K miles,"Fishers, IN","$15,889",https://www.facebook.com//marketplace/item/3705909582991727/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Infiniti q50 awd full loaded LUXURY,2019,58K miles · Dealership,"Lafayette, IN","$21,900",https://www.facebook.com//marketplace/item/310410248734756/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Audi a4 2.0T Quattro Sedan 4D,2006,175K miles,"Lafayette, IN","$3,200",https://www.facebook.com//marketplace/item/983493663477334/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Volkswagen golf alltrack TSI SE Wagon 4D,2017,65K miles,"West Lafayette, IN","$16,500",https://www.facebook.com//marketplace/item/1088939858821613/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chrysler 200S Sedan 4D,2015,132K miles,"Gary, IN","$3,900",https://www.facebook.com//marketplace/item/438355492411571/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Subaru Legacy,2020,66K miles,"Lafayette, IN","$20,900",https://www.facebook.com//marketplace/item/1004874284337304/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Kia soul Wagon 4D,2015,152K miles · Dealership,"Thorntown, IN","$4,995",https://www.facebook.com//marketplace/item/1510942286527680/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet equinox LT Sport Utility 4D,2019,67K miles,"Lafayette, IN",$440,https://www.facebook.com//marketplace/item/427497436851956/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Lincoln mkz,2015,132K miles,"West Lafayette, IN","$10,151",https://www.facebook.com//marketplace/item/983272496601583/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Audi a4 3.2 Quattro Sedan 4D,2009,150K miles,"Lafayette, IN","$2,500",https://www.facebook.com//marketplace/item/443822141706529/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet impala,2018,Dealership,"Lafayette, IN","$16,900",https://www.facebook.com//marketplace/item/791686359530224/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Ford fusion,2017,110K miles,"Lafayette, IN","$1,000",https://www.facebook.com//marketplace/item/384936127813214/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chrysler 200,2015,94K miles,"Lafayette, IN","$1,000",https://www.facebook.com//marketplace/item/1117649506050424/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Volkswagen jetta TDI SportWagen Sport Wagon 4D,2011,140K miles,"Fishers, IN","$3,000",https://www.facebook.com//marketplace/item/405043149225042/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Ford fusion se fwd,2019,71K miles,"Indianapolis, IN","$15,000",https://www.facebook.com//marketplace/item/957059332477371/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Subaru impreza WRX Limited Wagon 4D,2014,89K miles,"West Lafayette, IN","$18,000",https://www.facebook.com//marketplace/item/1513047962767849/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet blazer 1LT Sport Utility 4D,2021,74K miles,"Lafayette, IN",$540,https://www.facebook.com//marketplace/item/429899596319937/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Honda accord EX-L Sedan 4D,2006,17K miles,"Goshen, IN","$2,500",https://www.facebook.com//marketplace/item/492069166701643/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Kia sorento L,2017,79K miles,"Logansport, IN","$14,895",https://www.facebook.com//marketplace/item/993987782223060/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Ford f150 regular cab,2007,154K miles,"Lafayette, IN","$7,500",https://www.facebook.com//marketplace/item/844428424235906/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Honda accord EX Sedan 4D,2000,230K miles,"Lafayette, IN","$1,000",https://www.facebook.com//marketplace/item/1795165607640194/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet equinox LT Sport Utility 4D,2010,160K miles,"West Lafayette, IN","$3,500",https://www.facebook.com//marketplace/item/3587866638130119/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Mazda mazda3,2005,205K miles,"Bainbridge, IN","$1,600",https://www.facebook.com//marketplace/item/850796713604673/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet corvette Coupe 2D,1995,104K miles,"Colfax, IN","$7,000",https://www.facebook.com//marketplace/item/3629604120685311/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Lincoln mkz,2018,65K miles,"Monticello, IN","$23,000",https://www.facebook.com//marketplace/item/937024714601418/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chrysler 300s,2016,121K miles,"Indianapolis, IN","$8,999",https://www.facebook.com//marketplace/item/851000200226097/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Ford fiesta,2011,129K miles,"Lebanon, IN","$2,000",https://www.facebook.com//marketplace/item/1642512423178445/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Dodge charger SXT Sedan 4D,2012,53K miles,"Lafayette, IN","$15,900",https://www.facebook.com//marketplace/item/735581688529005/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Dodge durango Citadel Sport Utility 4D,2015,36K miles,"Brownsburg, IN","$22,500",https://www.facebook.com//marketplace/item/286261377770546/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 GMC terrain SLT Sport Utility 4D,2010,166K miles,"West Lafayette, IN","$3,300",https://www.facebook.com//marketplace/item/2222371064773560/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Kia telluride fwd full loaded SX,2020,132K miles · Dealership,"Lafayette, IN","$22,900",https://www.facebook.com//marketplace/item/1771033933371799/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet equinox LT Sport Utility 4D,2017,72K miles,"Indianapolis, IN","$1,250",https://www.facebook.com//marketplace/item/807884431460955/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Kia optima,2018,79K miles,"Kokomo, IN",$800,https://www.facebook.com//marketplace/item/3765030330484366/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet impala $1000 down,2016,830K miles,"Lafayette, IN","$1,000",https://www.facebook.com//marketplace/item/374207298679093/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet traverse LT Sport Utility 4D,2019,83K miles · Dealership,"Lafayette, IN","$19,900",https://www.facebook.com//marketplace/item/7828326237210076/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Nissan pathfinder SL Sport Utility 4D,2019,52K miles · Dealership,"Lafayette, IN","$22,900",https://www.facebook.com//marketplace/item/1410626949658182/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Lincoln continental,2018,70K miles,"Villa Park, IL","$2,500",https://www.facebook.com//marketplace/item/446673384929108/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Infiniti q50 awd full luxury PREMIUM,2019,68K miles · Dealership,"Lafayette, IN","$21,900",https://www.facebook.com//marketplace/item/439611321980124/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 MINI cooper,2015,30K miles,"Lebanon, IN","$17,815",https://www.facebook.com//marketplace/item/1814133589073716/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet cruze $800 down,2015,128K miles,"Kokomo, IN",$800,https://www.facebook.com//marketplace/item/412731357983160/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Nissan sentra SV,2017,99K miles,"Lafayette, IN","$11,900",https://www.facebook.com//marketplace/item/1060465385680950/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Jeep compass Latitude Sport Utility 4D,2019,60K miles · Dealership,"Lafayette, IN","$15,900",https://www.facebook.com//marketplace/item/396249433350080/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Lexus ES 350 Sedan 4D,2007,95K miles,"Lafayette, IN","$8,000",https://www.facebook.com//marketplace/item/997425584900388/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Dodge charger SXT Sedan 4D,2016,90K miles · Dealership,"Lafayette, IN","$14,900",https://www.facebook.com//marketplace/item/25483274154649253/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chrysler 200S Sedan 4D,2015,160K miles,"Mokena, IL","$5,400",https://www.facebook.com//marketplace/item/1547677869495038/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet cruze,2018,52K miles,"Lebanon, IN","$13,997",https://www.facebook.com//marketplace/item/1164093511384070/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Honda accord EX Sedan 4D,2011,234K miles,"Lafayette, IN","$4,950",https://www.facebook.com//marketplace/item/1410517949573948/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Nissan altima,2015,207K miles,"Indianapolis, IN","$4,300",https://www.facebook.com//marketplace/item/1145724349879091/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Nissan rogue,2019,Dealership,"Lafayette, IN","$19,900",https://www.facebook.com//marketplace/item/441361378401721/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chrysler,2015,100K miles,"Danville, IL","$10,995",https://www.facebook.com//marketplace/item/482449320981584/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Kia gt,2019,32K miles,"Lafayette, IN","$20,900",https://www.facebook.com//marketplace/item/345958271934471/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 BMW,2014,124K miles,"Brook, IN","$9,995",https://www.facebook.com//marketplace/item/7684542408306442/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Ford escape SE Sport Utility 4D,2015,118K miles,"Lafayette, IN","$11,900",https://www.facebook.com//marketplace/item/1140855170480743/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Dodge charger SXT Plus Sedan 4D,2018,32K miles,"Danville, IL","$24,000",https://www.facebook.com//marketplace/item/1250120499289492/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Dodge caliber SXT Sport Wagon 4D,2009,116K miles,"Hobart, IN","$3,000",https://www.facebook.com//marketplace/item/1159007138678123/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet cruze 2lt auto,2014,252K miles,"Lafayette, IN","CA$1,899",https://www.facebook.com//marketplace/item/463951652710072/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Dodge caliber SXT Sport Wagon 4D,2008,118K miles,"Peru, IN","$3,950",https://www.facebook.com//marketplace/item/1144303943348685/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Lincoln town car,2000,79K miles,"Brookston, IN","$5,900",https://www.facebook.com//marketplace/item/3441516539471112/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Saab 9-3 2.0T,2006,154K miles,"Lafayette, IN","$2,800",https://www.facebook.com//marketplace/item/1817439242395150/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chrysler 300 s full luxury,2014,78K miles · Dealership,"Lafayette, IN","$14,500",https://www.facebook.com//marketplace/item/1657187741799466/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Toyota venza Wagon 4D,2009,219K miles,"Brownsburg, IN","$5,000",https://www.facebook.com//marketplace/item/436146816002980/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Ford taurus SEL,2017,69K miles,"Carmel, IN","$15,495",https://www.facebook.com//marketplace/item/948528103334312/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 MINI cooper S Hatchback 2D,2007,117K miles,"Lafayette, IN","$5,000",https://www.facebook.com//marketplace/item/24500686766246414/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Infiniti q50 awd full loaded PREMIUM,2019,58K miles · Dealership,"Lafayette, IN","$21,900",https://www.facebook.com//marketplace/item/748797727321031/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Dodge charger,2015,101K miles,"Lafayette, IN","$17,000",https://www.facebook.com//marketplace/item/1148094143152016/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Ford mustang Deluxe Convertible 2D,2007,108K miles,"Merrillville, IN","$6,500",https://www.facebook.com//marketplace/item/996492022106299/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Mitsubishi eclipse GT Spyder Convertible 2D,2001,105K miles,"Danville, IL","$9,500",https://www.facebook.com//marketplace/item/453511180422139/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Subaru impreza WRX Premium Sedan 4D,2008,118K miles · Dealership,"Thorntown, IN","$4,495",https://www.facebook.com//marketplace/item/1199069507766152/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Audi s4 Quattro Sedan 4D,2011,176K miles,"Carmel, IN","$7,000",https://www.facebook.com//marketplace/item/777280174559330/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Volvo v40 Wagon 4D,2001,137K miles,"Lafayette, IN","$2,500",https://www.facebook.com//marketplace/item/815914209725589/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet equinox LT Sport Utility 4D,2010,265K miles,"Delphi, IN","$3,500",https://www.facebook.com//marketplace/item/1486423162004646/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Dodge avenger SXT Sedan 4D,2008,106K miles,"Crawfordsville, IN","$3,695",https://www.facebook.com//marketplace/item/329785176838048/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Mercury grand marquis LS Sedan 4D,1991,66K miles,"Monticello, IN","$3,800",https://www.facebook.com//marketplace/item/1698598567611971/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 BMW 1 series 128i Convertible 2D,2009,129K miles,"Merrillville, IN","$7,500",https://www.facebook.com//marketplace/item/2348795291976827/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Pontiac g6 GT Hard Top Convertible 2D,2007,71K miles,"Watseka, IL","$10,900",https://www.facebook.com//marketplace/item/1394290174612403/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Mercedes-Benz sl 550 convertible,2009,53K miles,"Lafayette, IN","$25,500",https://www.facebook.com//marketplace/item/7624686880962209/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 MINI cooper S Hatchback 2D,2006,190K miles,"Lafayette, IN","$5,750",https://www.facebook.com//marketplace/item/967305108734042/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Kia Soul,2017,87K miles,"Lebanon, IN","$11,500",https://www.facebook.com//marketplace/item/891403121875204/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet camaro RS Coupe 2D,1991,90K miles,"Lafayette, IN","$5,999",https://www.facebook.com//marketplace/item/434388649571903/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet impala,2013,124K miles,"Danville, IL","$7,995",https://www.facebook.com//marketplace/item/993185315784741/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Mercedes-Benz slk-class,2006,89K miles,"West Lafayette, IN","$10,900",https://www.facebook.com//marketplace/item/481562981033607/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Dodge durango Limited Sport Utility 4D,2015,147K miles · Dealership,"Kokomo, IN","$12,900",https://www.facebook.com//marketplace/item/1559286254649207/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Nissan altima,2006,151K miles,"Frankfort, IN","$4,500",https://www.facebook.com//marketplace/item/369670552544726/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet camaro SS Coupe 2D,2016,54K miles,"Lafayette, IN","$27,500",https://www.facebook.com//marketplace/item/1633430494149026/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Honda civic,2009,166K miles,"Carmel, IN","$5,999",https://www.facebook.com//marketplace/item/775739221411438/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chrysler pacifica Touring L Plus Minivan 4D,2018,111K miles,"Rochester, IN","$15,500",https://www.facebook.com//marketplace/item/985179709850821/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Nissan altima,2002,106K miles,"Mansfield, IL","$1,800",https://www.facebook.com//marketplace/item/377459845313252/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Dodge durango,2012,174K miles,"West Lafayette, IN","$9,995",https://www.facebook.com//marketplace/item/1006834857211061/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Oldsmobile silhouette GL Extended Minivan,1998,145K miles,"Lafayette, IN","$2,600",https://www.facebook.com//marketplace/item/1920955798289429/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Hyundai sonata SE Sedan 4D,2016,97K miles,"Indianapolis, IN","$9,995",https://www.facebook.com//marketplace/item/1192563501986146/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Volkswagen passat 1.8T SEL Premium Sedan 4D,2014,108K miles,"Lafayette, IN","$6,400",https://www.facebook.com//marketplace/item/334240809374285/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Volkswagen jetta se,2020,69K miles,"Muncie, IN",$59,https://www.facebook.com//marketplace/item/1425505721431117/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Volkswagen passat TDI SEL Premium Sedan 4D,2015,158K miles,"Buffalo, IN","$8,000",https://www.facebook.com//marketplace/item/7733276266749018/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet cruze Premier Sedan 4D,2017,126K miles · Dealership,"Lafayette, IN","$8,900",https://www.facebook.com//marketplace/item/420784767501495/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Ford fusion S Sedan 4D,2017,130K miles,"Indianapolis, IN","$10,000",https://www.facebook.com//marketplace/item/1275016853478553/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Nissan sentra SV Sedan 4D,2021,40K miles,"Lafayette, IN","$21,900",https://www.facebook.com//marketplace/item/428958289965645/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
