Model,Year,Miles,Location,Prices,Link,Scraped_On
 Chevrolet malibu LS,2018,48K miles,"Carmel, IN","$13,900",https://www.facebook.com//marketplace/item/708452761490718/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet equinox Premier Sport Utility 4D,2018,55K miles,"Noblesville, IN","$15,700",https://www.facebook.com//marketplace/item/511713704715976/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Nissan altima,2013,167K miles,"Indianapolis, IN","$4,990",https://www.facebook.com//marketplace/item/1000941271386852/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
" Mazda mazda3 💯 approved with id, permit or drivers license",2013,94K miles,"Indianapolis, IN","$1,000",https://www.facebook.com//marketplace/item/443406791380648/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Audi a3 Premium Cabriolet 4D,2018,45K miles,"Lafayette, IN",$515,https://www.facebook.com//marketplace/item/876827280878877/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Dodge journey,2014,141K miles,"West Lafayette, IN","$6,500",https://www.facebook.com//marketplace/item/1145021273504670/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Toyota camry LE Sedan 4D,2008,169K miles,"Lafayette, IN","$3,150",https://www.facebook.com//marketplace/item/3542147196040106/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Volkswagen jetta TDI SportWagen Sport Wagon 4D,2011,89K miles,"Crawfordsville, IN","$7,800",https://www.facebook.com//marketplace/item/442029785302861/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Kia forte EX,2017,128K miles,"Westfield, IN",Free,https://www.facebook.com//marketplace/item/824814286216168/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Nissan altima 2.5 S Sedan 4D,2010,96K miles,"Bourbon, IN","$6,500",https://www.facebook.com//marketplace/item/1247522643324851/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Jeep compass latitude lux 4x4,2022,75K miles,"Lafayette, IN",$520,https://www.facebook.com//marketplace/item/996747208295097/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet cruze $8oo down,2016,69K miles,"Lafayette, IN",$800,https://www.facebook.com//marketplace/item/233707443139148/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Buick enclave Convenience Sport Utility 4D,2016,136K miles,"Cutler, IN","$4,500",https://www.facebook.com//marketplace/item/1200184107673356/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Audi a7 Premium Plus Sedan 4D,2016,115K miles,"Lafayette, IN","$16,500",https://www.facebook.com//marketplace/item/1851895558663488/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Mazda mazda3,2007,198K miles,"Lafayette, IN","$2,200",https://www.facebook.com//marketplace/item/817516253650913/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chrysler 200 Limited Sedan 4D,2013,140K miles,"Lafayette, IN","$4,200",https://www.facebook.com//marketplace/item/862335039071262/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Buick lacrosse CXS Sedan 4D,2011,178K miles,"Lafayette, IN","$5,900",https://www.facebook.com//marketplace/item/1846861225790858/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Toyota prius c Two Hatchback 4D,2013,180K miles,"Carmel, IN","$6,800",https://www.facebook.com//marketplace/item/402713229444966/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Dodge dakota regular cab,2001,140K miles,"West Lafayette, IN","$1,400",https://www.facebook.com//marketplace/item/797982569125232/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
" Chevrolet cruze 💯 approved with id, permit or drivers license",2017,73K miles,"Indianapolis, IN","$1,000",https://www.facebook.com//marketplace/item/851404449767686/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Ford taurus SEL,2017,69K miles,"Carmel, IN","$14,995",https://www.facebook.com//marketplace/item/770695621351103/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Nissan pathfinder,2019,52K miles · Dealership,"Lafayette, IN","$17,900",https://www.facebook.com//marketplace/item/792352723028133/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Toyota camry 👀we accept ids or permits and drivers license 😎,2013,125K miles,"Indianapolis, IN","$1,000",https://www.facebook.com//marketplace/item/808838851288004/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Hyundai santa fe,2022,24K miles,"Westfield, IN","$33,000",https://www.facebook.com//marketplace/item/439066412345455/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Kia forte S,2019,86K miles,"Lafayette, IN","$13,999",https://www.facebook.com//marketplace/item/1004133841331152/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Hyundai elantra SE Sedan 4D,2019,89K miles,"Danville, IL","$14,282",https://www.facebook.com//marketplace/item/1500262667556319/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Honda civic VP Sedan 4D,2011,105K miles,"Rossville, IN","$8,995",https://www.facebook.com//marketplace/item/1168568470847995/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Hyundai sonata hybrid,2016,105K miles,"Lafayette, IN","$11,600",https://www.facebook.com//marketplace/item/1004723314509056/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Toyota corolla se 4d sedan,2019,44K miles,"Carmel, IN","$19,595",https://www.facebook.com//marketplace/item/363633356750418/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Acura ilx Sedan 4D,2016,77K miles,"Carmel, IN","$15,990",https://www.facebook.com//marketplace/item/497644952750353/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Ford fusion SE Sedan 4D,2016,63K miles,"Lafayette, IN","$12,900",https://www.facebook.com//marketplace/item/1914600542291831/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Honda civic LX Sedan 4D,2012,149K miles,"Indianapolis, IN","$7,500",https://www.facebook.com//marketplace/item/1195628354924551/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet cruze,2017,140K miles,"West Lafayette, IN","$9,950",https://www.facebook.com//marketplace/item/26568820979384021/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Dodge dart limited loaded,2013,50K miles · Dealership,"Lafayette, IN","$11,900",https://www.facebook.com//marketplace/item/987136102598902/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Dodge dart full loaded GT,2014,88K miles · Dealership,"Lafayette, IN","$11,900",https://www.facebook.com//marketplace/item/1121422662196813/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Dodge charger SXT Sedan 4D,2016,90K miles · Dealership,"Lafayette, IN","$14,900",https://www.facebook.com//marketplace/item/1159521935050342/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Dodge charger SXT Plus Sedan 4D,2018,67K miles · Dealership,"Lafayette, IN","$16,900",https://www.facebook.com//marketplace/item/381717751343676/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet malibu lt full luxury,2017,90K miles · Dealership,"Lafayette, IN","$12,900",https://www.facebook.com//marketplace/item/1013015733504746/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Dodge charger SXT Sedan 4D,2015,89K miles,"Logansport, IN","$14,900",https://www.facebook.com//marketplace/item/412887767980686/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet impala,2017,Dealership,"Lafayette, IN","$11,900",https://www.facebook.com//marketplace/item/25424572127133686/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Honda accord EX-L Sedan 4D,2011,139K miles,"Indianapolis, IN","$10,000",https://www.facebook.com//marketplace/item/3633967283600622/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet malibu LT Sedan 4D,2016,110K miles,"Indianapolis, IN","$4,000",https://www.facebook.com//marketplace/item/383593524739280/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet equinox Premier,2018,38K miles,"Terre Haute, IN","$19,000",https://www.facebook.com//marketplace/item/3696638873886083/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Mazda rx-8 Sport,2004,81K miles,"Lafayette, IN","$5,235",https://www.facebook.com//marketplace/item/1843553282737848/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet cruze limited,2016,99K miles,"West Lafayette, IN","$8,400",https://www.facebook.com//marketplace/item/1676693249769031/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet cruze Eco Sedan 4D,2015,171K miles,"Lafayette, IN","$8,900",https://www.facebook.com//marketplace/item/1866890927108594/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet impala full loaded PREMIER,2018,109K miles · Dealership,"Lafayette, IN","$16,900",https://www.facebook.com//marketplace/item/7582927001768228/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Volkswagen passat Komfort Sedan 4D,2008,200K miles,"Lafayette, IN","$4,000",https://www.facebook.com//marketplace/item/8131488246861718/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet malibu,2020,90K miles,"Kokomo, IN","$13,900",https://www.facebook.com//marketplace/item/829936525260767/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Ford f150 regular cab Xl stx 4wd,2006,78K miles,"West Lafayette, IN","$8,000",https://www.facebook.com//marketplace/item/360078833482148/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Honda cr-v,2011,135K miles,"Lafayette, IN","$9,900",https://www.facebook.com//marketplace/item/1057519232567476/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Ford freestyle,2005,155K miles,"Lafayette, IN",$750,https://www.facebook.com//marketplace/item/999184088285285/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Volkswagen jetta TDI SportWagen Sport Wagon 4D,2011,151K miles,"Lebanon, IN","$5,500",https://www.facebook.com//marketplace/item/338523275967070/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet camaro LT Coupe 2D,2010,161K miles,"Lafayette, IN","$8,200",https://www.facebook.com//marketplace/item/474215608417532/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Dodge dart Limited Sedan 4D,2013,154K miles,"Monon, IN","$4,500",https://www.facebook.com//marketplace/item/1458662321401481/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Hyundai veloster N,2020,17K miles,"Noblesville, IN","$22,399",https://www.facebook.com//marketplace/item/510988914646523/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Kia rio,2012,149K miles,"Roachdale, IN","$2,200",https://www.facebook.com//marketplace/item/436763032309828/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Toyota prius,2014,112K miles,"Lafayette, IN","$11,150",https://www.facebook.com//marketplace/item/1669861347162613/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Mazda mazda3,2010,286K miles,"Delphi, IN","$1,000",https://www.facebook.com//marketplace/item/2867684570064294/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Dodge charger SXT Sedan 4D,2015,89K miles,"Logansport, IN","$14,900",https://www.facebook.com//marketplace/item/408691115206021/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Toyota corolla hybrid LE Sedan 4D,2022,56K miles,"Lafayette, IN",$449,https://www.facebook.com//marketplace/item/1349962372358141/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Ford fusion SE Hybrid Sedan 4D,2013,200K miles,"Indianapolis, IN","$3,500",https://www.facebook.com//marketplace/item/440244068912373/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Kia soul ! Wagon 4D,2016,105K miles,"West Lafayette, IN",$341,https://www.facebook.com//marketplace/item/1140065390775212/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Mazda rx-8 Coupe 4D,2004,89K miles,"Flora, IN","$1,850",https://www.facebook.com//marketplace/item/7414264368677995/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Acura tsx  $800 down,2014,89K miles,"Lafayette, IN",$800,https://www.facebook.com//marketplace/item/1076433643569674/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet trax,2017,85K miles,"Brook, IN","$7,995",https://www.facebook.com//marketplace/item/1174059820694584/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet malibu,2013,212K miles,"West Lafayette, IN","$5,500",https://www.facebook.com//marketplace/item/438726175711424/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Lexus rx 350,2009,129K miles,"Mishawaka, IN","$8,990",https://www.facebook.com//marketplace/item/1114838386251664/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Mercedes-Benz c300 4matic sport sedan 4d,2010,136K miles,"Lafayette, IN","$10,900",https://www.facebook.com//marketplace/item/1002419018025640/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Dodge dart sxt sport,2016,148K miles,"Lafayette, IN","$1,899",https://www.facebook.com//marketplace/item/481830544414563/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Pontiac solstice Convertible 2D,2006,33K miles,"Indianapolis, IN","$6,000",https://www.facebook.com//marketplace/item/452924877456253/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet impala lt $1000 down,2017,83K miles,"Lafayette, IN","$1,000",https://www.facebook.com//marketplace/item/414493707667659/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Dodge journey,2014,141K miles,"West Lafayette, IN","$6,500",https://www.facebook.com//marketplace/item/1298265464903319/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet trax fwd 1LT,2017,118K miles · Dealership,"Lafayette, IN","$9,900",https://www.facebook.com//marketplace/item/466258142483597/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Honda accord EX-L Sedan 4D,2008,120K miles,"Indianapolis, IN","$1,000",https://www.facebook.com//marketplace/item/996197978365516/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet equinox lt,2015,247K miles,"Wolcott, IN","$4,000",https://www.facebook.com//marketplace/item/919706386576467/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Ford mustang Coupe 2D,1996,110K miles,"Lafayette, IN","$3,500",https://www.facebook.com//marketplace/item/3799537470323695/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Volkswagen cabrio Convertible 2D,1995,102K miles,"Rockville, IN","$5,000",https://www.facebook.com//marketplace/item/3295671544074505/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Ford ranger regular cab Long Bed,1999,169K miles,"West Lafayette, IN","$4,900",https://www.facebook.com//marketplace/item/1107797320314311/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet malibu LTZ,2014,230K miles,"Lafayette, IN","$3,300",https://www.facebook.com//marketplace/item/1499419407449644/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet equinox LT Sport Utility 4D,2019,71K miles,"Lafayette, IN",$460,https://www.facebook.com//marketplace/item/959127085675536/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet trax LTZ Sport Utility 4D,2016,150K miles,"Avon, IN","$4,950",https://www.facebook.com//marketplace/item/1742054559966647/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 MINI Cooper Hatchback 2D,2010,157K miles,"Lafayette, IN","$3,895",https://www.facebook.com//marketplace/item/485564390574550/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet silverado 1500 regular cab Work Truck Pickup 2D 6 1/2 ft,2022,9.9K miles,"Lafayette, IN",$599,https://www.facebook.com//marketplace/item/479648938048396/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet blazer rs,2020,57K miles,"Lafayette, IN","$27,935",https://www.facebook.com//marketplace/item/841710600623002/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Ford escape,2020,Dealership,"Lafayette, IN","$17,900",https://www.facebook.com//marketplace/item/1113220643184732/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Buick regal turbo,2014,29K miles,"Lafayette, IN","$13,900",https://www.facebook.com//marketplace/item/1016494839863053/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet traverse,2018,Dealership,"Lafayette, IN","$18,900",https://www.facebook.com//marketplace/item/940480330582263/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet equinox,2013,178K miles,"Lafayette, IN","$5,900",https://www.facebook.com//marketplace/item/8565430960139315/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Hyundai elantra Sport Sedan 4D,2019,52K miles · Dealership,"Lafayette, IN","$15,900",https://www.facebook.com//marketplace/item/927575319169284/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Honda civic LX Sedan 4D,2012,90K miles,"Logansport, IN","$7,500",https://www.facebook.com//marketplace/item/412246758481197/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet malibu,2017,44K miles · Dealership,"Lafayette, IN","$13,900",https://www.facebook.com//marketplace/item/446050364954850/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Honda accord,2010,90K miles,"Carmel, IN","$11,995",https://www.facebook.com//marketplace/item/874458898042525/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Nissan rogue sport,2018,57K miles · Dealership,"Lafayette, IN","$14,900",https://www.facebook.com//marketplace/item/482240850956357/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Nissan rogue,2019,Dealership,"Lafayette, IN","$15,900",https://www.facebook.com//marketplace/item/7559687177455875/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Nissan altima 2.5 loaded,2018,116K miles · Dealership,"Lafayette, IN","$14,900",https://www.facebook.com//marketplace/item/561444676038832/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Hyundai genesis coupe 2.0T Coupe 2D,2013,135K miles,"Plainfield, IL","$8,500",https://www.facebook.com//marketplace/item/25929642113317261/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet spark,2015,103K miles,"West Lafayette, IN","$6,800",https://www.facebook.com//marketplace/item/1017079333403994/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Nissan versa,2017,95K miles,"Brook, IN","$7,995",https://www.facebook.com//marketplace/item/902448735228835/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
 Chevrolet malibu lt,2016,110K miles,"Logansport, IN","$10,995",https://www.facebook.com//marketplace/item/1216964856407949/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab6e566e2-06c5-4430-a627-087647b93147&__tn__=!%3AD,2024-07-02
