Model,Year,Miles,Location,Prices,Link,Scraped_On
 Toyota camry Sedan 4D,2008,144K miles,"Fairfield, OH","$2,200",https://www.facebook.com//marketplace/item/848335794028768/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Honda accord EX-L Sedan 4D,2010,236K miles,"Cincinnati, OH","$3,500",https://www.facebook.com//marketplace/item/2494143454129143/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Hyundai sonata Limited Sedan 4D,2012,160K miles,"Cincinnati, OH","$3,000",https://www.facebook.com//marketplace/item/838322631559734/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Toyota corolla S Sedan 4D,2003,180K miles,"Cincinnati, OH","$3,700",https://www.facebook.com//marketplace/item/1009456674224196/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Land Rover range rover HSE Sport Utility 4D,2005,107K miles · Dealership,"Hamilton, OH","$5,950",https://www.facebook.com//marketplace/item/1533212650955326/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Volkswagen jetta sportwagen 2.0L TDI Sport Wagon 4D,2014,118K miles,"Fort Mitchell, KY","$4,500",https://www.facebook.com//marketplace/item/758004839600204/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Honda accord Sport Sedan 4D,2015,181K miles,"Batavia, OH","$6,500",https://www.facebook.com//marketplace/item/1273920270254895/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Kia optima SE Sedan 4D,2020,44K miles,"Monroe, OH","$13,900",https://www.facebook.com//marketplace/item/389912133614124/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Mitsubishi lancer ES Sedan 4D,2010,171K miles,"Cincinnati, OH","$5,500",https://www.facebook.com//marketplace/item/489791910189135/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 BMW z4 2.5i Roadster 2D,2003,120K miles,"Cincinnati, OH","$3,450",https://www.facebook.com//marketplace/item/461228440178057/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Mazda mazda6 i Sport Sedan 4D,2008,165K miles,"South Lebanon, OH","$1,200",https://www.facebook.com//marketplace/item/509883054708109/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Hyundai elantra SEL,2024,14K miles,"Fairfield, OH","$2,000",https://www.facebook.com//marketplace/item/3875060436112440/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Saturn ion 1 Sedan 4D,2003,74K miles,"Lebanon, OH","$4,900",https://www.facebook.com//marketplace/item/788972806751176/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Tesla model 3 Long Range Sedan 4D,2021,55K miles,"Cincinnati, OH","$28,000",https://www.facebook.com//marketplace/item/1167910201029662/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Tesla Model 3,2018,33K miles,"Hamilton, OH","$26,999",https://www.facebook.com//marketplace/item/967578921781014/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Kia rio EX Sedan 4D,2015,144K miles,"West Chester, OH","$3,150",https://www.facebook.com//marketplace/item/1461098214778292/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Dodge dart Limited Sedan 4D,2013,168K miles,"Amelia, OH","$3,800",https://www.facebook.com//marketplace/item/882364647265926/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Toyota prius,2013,104K miles,"Cincinnati, OH","$12,900",https://www.facebook.com//marketplace/item/1237244710967429/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Chevrolet sonic LT Sedan 4D,2014,99K miles,"Mason, OH","$7,000",https://www.facebook.com//marketplace/item/364028896668036/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Toyota prius two,2013,143K miles,"Cincinnati, OH","$4,877",https://www.facebook.com//marketplace/item/758712236341582/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Suzuki forenza Sedan 4D,2008,43K miles,"West Chester, OH","$5,800",https://www.facebook.com//marketplace/item/1402939423740929/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 MINI cooper S Hatchback 2D,2008,100K miles,"Mason, OH","$7,000",https://www.facebook.com//marketplace/item/792700749636370/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Honda accord Sport Sedan 4D,2016,123K miles,"Cincinnati, OH","$9,500",https://www.facebook.com//marketplace/item/357013964070113/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Toyota venza LE Wagon 4D,2015,69K miles,"Monroe, OH","$16,500",https://www.facebook.com//marketplace/item/1286906945473737/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Honda accord LX Sedan 4D,2006,183K miles · Dealership,"Cincinnati, OH","$4,500",https://www.facebook.com//marketplace/item/811707914425829/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Honda accord,2008,104K miles,"West Chester, OH","$7,995",https://www.facebook.com//marketplace/item/998413161641122/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
" Toyota corolla / only $3,000 down!",2017,,"West Chester, OH","$3,000",https://www.facebook.com//marketplace/item/887466669806179/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Toyota matrix XR Sport Wagon 4D,2005,28K miles,"Cincinnati, OH","$2,500",https://www.facebook.com//marketplace/item/444897355111189/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Honda civic LX Sedan 4D,2020,86K miles,"Loveland, OH","$7,000",https://www.facebook.com//marketplace/item/865895345418730/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Nissan leaf SV Hatchback 4D,2015,71K miles,"Maineville, OH","$5,200",https://www.facebook.com//marketplace/item/829677799063551/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Honda accord EX Sedan 4D,2014,96K miles,"Monroe, OH","$8,999",https://www.facebook.com//marketplace/item/1573426379942727/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Volkswagen tiguan 2.0T S 4Motion Sport Utility 4D,2015,107K miles,"Cincinnati, OH","$9,500",https://www.facebook.com//marketplace/item/8012446678816544/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Honda accord LX Sedan 4D,2016,118K miles,"Fairfield, OH","$10,500",https://www.facebook.com//marketplace/item/832684661783220/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 BMW 428i xdrive coupe black edition,2014,174K miles,"West Chester, OH","$4,000",https://www.facebook.com//marketplace/item/2078383859198980/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Honda accord,2013,178K miles,"Lebanon, OH","$8,700",https://www.facebook.com//marketplace/item/1619527992176401/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Hyundai elantra,2005,127K miles,"Hamilton, OH","$3,600",https://www.facebook.com//marketplace/item/1565051324418438/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Toyota corolla S Special Edition Sedan 4D,2013,160K miles,"Cincinnati, OH","$9,500",https://www.facebook.com//marketplace/item/1777726666084648/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Volkswagen golf Hatchback 2D,2011,152K miles,"Franklin, OH","$6,500",https://www.facebook.com//marketplace/item/718563580361321/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Buick regal Premium II Sedan 4D,2016,77K miles,"Maineville, OH","$8,500",https://www.facebook.com//marketplace/item/2425413081180168/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Mercedes-Benz clk-class CLK 350 Cabriolet 2D,2006,60K miles,"West Chester, OH","$14,000",https://www.facebook.com//marketplace/item/2233415530352945/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Cadillac cts Sedan 4D,2004,101K miles,"Cincinnati, OH","$3,999",https://www.facebook.com//marketplace/item/1015702226269598/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Nissan altima 2.5 Sedan 4D,2010,165K miles,"Cincinnati, OH","$3,000",https://www.facebook.com//marketplace/item/801142051804133/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Chevrolet volt Sedan 4D,2015,159K miles,"Cincinnati, OH","$4,800",https://www.facebook.com//marketplace/item/857909829524402/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Ford fusion Silver,2013,121K miles,"Mason, OH","$3,500",https://www.facebook.com//marketplace/item/928358962096368/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Acura ILX,2019,43K miles,"Cincinnati, OH","$14,500",https://www.facebook.com//marketplace/item/1005138321050008/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Ford focus,2013,190K miles,"Cincinnati, OH","$3,600",https://www.facebook.com//marketplace/item/464772509496565/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Toyota rav4,2013,112K miles,"Fairfield, OH","$12,999",https://www.facebook.com//marketplace/item/1120038415730047/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Honda civic LX Sedan 4D,2012,99K miles,"Cincinnati, OH","$7,700",https://www.facebook.com//marketplace/item/369083489519923/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Chevrolet aveo LS Sedan 4D,2006,126K miles,"Lebanon, OH","$2,400",https://www.facebook.com//marketplace/item/1782250798933163/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Honda accord LX-P Sedan 4D,2011,121K miles,"Cincinnati, OH","$6,200",https://www.facebook.com//marketplace/item/405237602332011/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Mazda cx-9 Touring Sport Utility 4D,2014,77K miles,"Cincinnati, OH","$12,903",https://www.facebook.com//marketplace/item/1129524654947952/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Saturn s-series SL2 Sedan 4D,1998,170K miles,"Hamilton, OH",$800,https://www.facebook.com//marketplace/item/994260289161555/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Toyota camry LE Sedan 4D,2000,232K miles,"Hamilton, OH","$2,250",https://www.facebook.com//marketplace/item/431179603240127/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Nissan altima 2.5 Sedan 4D,2010,163K miles,"Dayton, OH","$2,000",https://www.facebook.com//marketplace/item/993604582162081/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Porsche cayenne S Sport Utility 4D,2004,191K miles,"Loveland, OH","$5,600",https://www.facebook.com//marketplace/item/496410932875254/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Toyota yaris,2012,1.2K miles,"Middletown, OH","$1,234",https://www.facebook.com//marketplace/item/3144650519001391/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Subaru impreza 2.0i Premium Wagon 4D,2014,140K miles,"Burlington, KY","$3,500",https://www.facebook.com//marketplace/item/845201290323415/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Honda civic LX Sedan 4D,2010,146K miles,"West Chester, OH","$5,000",https://www.facebook.com//marketplace/item/3839560712941556/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Audi a4 1.8T Quattro Sedan 4D,2004,126K miles,"Hamilton, OH","$3,800",https://www.facebook.com//marketplace/item/1638071446952897/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Kia soul ! Wagon 4D,2012,134K miles,"Morrow, OH","$4,500",https://www.facebook.com//marketplace/item/864682702216884/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Honda accord EX-L Sedan 4D,2012,134K miles,"Fort Mitchell, KY","$2,700",https://www.facebook.com//marketplace/item/490437083516646/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Chevrolet cruze RS/LTZ loaded with all the options￼,2014,140K miles,"Franklin, OH","$5,995",https://www.facebook.com//marketplace/item/876697080958345/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Chevrolet equinox LT Sport Utility 4D,2015,159K miles,"Loveland, OH","$4,500",https://www.facebook.com//marketplace/item/497046026137020/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Lincoln town car Signature Limited Sedan 4D,2009,105K miles,"Batavia, OH","$2,000",https://www.facebook.com//marketplace/item/477233738587086/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Cadillac cts 3.6 Sedan 4D,2011,40K miles,"Loveland, OH","$13,500",https://www.facebook.com//marketplace/item/1209149466751242/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Toyota prius,2009,153K miles,"Maineville, OH","$6,999",https://www.facebook.com//marketplace/item/986634419467173/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Chevrolet impala LT Sedan 4D,2007,131K miles,"Middletown, OH","$4,995",https://www.facebook.com//marketplace/item/1027876975649814/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Honda accord LX Sedan 4D,2008,185K miles,"Fairfield, OH","$1,620",https://www.facebook.com//marketplace/item/893089795910903/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Honda civic EX-T Coupe 2D,2017,90K miles,"West Chester, OH","$6,499",https://www.facebook.com//marketplace/item/979958750286727/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Mercedes-Benz c-class C 300 Sport Sedan 4D,2011,129K miles,"Cincinnati, OH","$3,000",https://www.facebook.com//marketplace/item/1393033228056406/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Ford f150 regular cab FX2 Pickup 2D 6 1/2 ft,2014,85K miles,"Mason, OH","$8,000",https://www.facebook.com//marketplace/item/2081456205569793/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Volkswagen new beetle GLS Convertible 2D,2005,138K miles,"Franklin, OH","$4,288",https://www.facebook.com//marketplace/item/1006323951283005/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Toyota prius One Hatchback 4D,2015,111K miles,"Cincinnati, OH","$9,999",https://www.facebook.com//marketplace/item/1371683937563859/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Buick lucerne CX Sedan 4D,2007,174K miles,"Middletown, OH","$2,500",https://www.facebook.com//marketplace/item/7743630689077002/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Toyota camry,2009,230K miles,"Lebanon, OH","$1,000",https://www.facebook.com//marketplace/item/445363715125985/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Honda accord EX-L Sedan 4D,2012,111K miles,"Fairfield, OH","$9,850",https://www.facebook.com//marketplace/item/8207611969291247/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Honda civic,2007,109K miles,"Lebanon, OH","$5,999",https://www.facebook.com//marketplace/item/1850384242055247/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Chevrolet sonic LTZ Hatchback Sedan 4D,2012,163K miles,"Lebanon, OH","$4,000",https://www.facebook.com//marketplace/item/781380880647101/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Scion xb,2010,70K miles · Dealership,"Hamilton, OH","$3,995",https://www.facebook.com//marketplace/item/1841387829663317/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Audi a4 loaded/only $2900 down paymen,2014,128K miles,"West Chester, OH","$2,900",https://www.facebook.com//marketplace/item/717641910573645/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Toyota yaris Sedan 4D,2008,207K miles,"Cincinnati, OH","$3,000",https://www.facebook.com//marketplace/item/1700483824058284/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Chevrolet impala LTZ Sedan 4D,2014,123K miles,"Cincinnati, OH","$8,999",https://www.facebook.com//marketplace/item/400141629708545/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Ford focus se,2014,202K miles,"Covington, KY","$3,500",https://www.facebook.com//marketplace/item/352380731063081/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Lexus nx 200t Sport Utility 4D,2017,147K miles,"Cincinnati, OH","$17,000",https://www.facebook.com//marketplace/item/776107654594806/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Volkswagen new beetle GL Hatchback Coupe 2D,2003,94K miles · Dealership,"Hamilton, OH","$3,500",https://www.facebook.com//marketplace/item/492834699857981/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Lexus ES 350 Sedan 4D,2008,203K miles,"Cincinnati, OH","$4,200",https://www.facebook.com//marketplace/item/25930212356593475/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Chevrolet malibu LT Sedan 4D,2013,169K miles,"Cincinnati, OH","$4,000",https://www.facebook.com//marketplace/item/1418060278909190/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Toyota sienna XLE Minivan 4D,2012,123K miles,"West Chester, OH","$10,995",https://www.facebook.com//marketplace/item/1651976115603941/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Toyota camry Hybrid XLE Sedan 4D,2015,126K miles,"Cincinnati, OH","$16,000",https://www.facebook.com//marketplace/item/312936591513184/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Honda accord Sport Sedan 4D,2017,71K miles,"Dayton, OH","$13,500",https://www.facebook.com//marketplace/item/1538485416929134/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Honda civic EX Hatchback 4D,2021,32K miles,"Franklin, OH","$14,000",https://www.facebook.com//marketplace/item/1566150120833431/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Kia optima LX Sedan 4D,2015,137K miles,"Fairfield, OH","$2,200",https://www.facebook.com//marketplace/item/806667604939304/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Chevrolet equinox LS Sport Utility 4D,2020,62K miles,"Loveland, OH","$7,700",https://www.facebook.com//marketplace/item/785370120435232/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Buick le sabre Custom,2001,13K miles,"Cincinnati, OH","$1,500",https://www.facebook.com//marketplace/item/3781756528729362/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Nissan versa Note S Hatchback 4D,2015,143K miles,"Hamilton, OH","$2,999",https://www.facebook.com//marketplace/item/374114625690205/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
 Audi a8 L Quattro Sedan 4D,2009,160K miles,"South Lebanon, OH","$6,000",https://www.facebook.com//marketplace/item/361572633634861/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A9fd50f66-a23f-44fc-9e01-aa264d7cf22f&__tn__=!%3AD,2024-07-10
