Model,Year,Miles,Location,Prices,Link,Scraped_On
 Ford f150 supercrew cab Platinum Pickup 4D 5 1/2 ft,2010,186K miles,"Lafayette, IN","$8,500",https://www.facebook.com//marketplace/item/2458795037654513/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Jeep wrangler Unlimited Sport SUV 4D,2016,56K miles,"Flora, IN","$24,500",https://www.facebook.com//marketplace/item/1511262072831077/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Audi q7 awd full luxury PREMIUM PLUS,2018,82K miles · Dealership,"Lafayette, IN","$22,900",https://www.facebook.com//marketplace/item/1162667411429116/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Chevrolet cruze 2LT Sedan 4D,2014,173K miles · Dealership,"Thorntown, IN","$4,495",https://www.facebook.com//marketplace/item/846424676870571/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Acura mdx Sport Utility 4D,2012,182K miles,"West Lafayette, IN","$7,800",https://www.facebook.com//marketplace/item/984590426692827/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Toyota 4runner SR5 Sport Utility 4D,2006,160K miles,"Frankfort, IN","$10,000",https://www.facebook.com//marketplace/item/1220576985604436/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Chevrolet equinox LT Sport Utility 4D,2017,85K miles,"Indianapolis, IN","$6,900",https://www.facebook.com//marketplace/item/981169777125801/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Kia rondo LX Wagon 4D,2007,118K miles,"Warsaw, IN","$2,450",https://www.facebook.com//marketplace/item/1434146197304198/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Lincoln aviator Black Label Grand Touring Sport Utility 4D,2022,49K miles,"Lafayette, IN","$55,000",https://www.facebook.com//marketplace/item/957720049221923/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Acura tl 3.2 Sedan 4D,2008,190K miles,"West Lafayette, IN","$6,000",https://www.facebook.com//marketplace/item/832922178708880/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Ram 1500 crew cab Laramie Limited Pickup 4D 5 1/2 ft,2015,118K miles,"Lafayette, IN","$18,990",https://www.facebook.com//marketplace/item/960975772440944/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 BMW M5,2018,63K miles,"Colfax, IN","$50,000",https://www.facebook.com//marketplace/item/1024886669054145/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Ford taurus Limited,2017,74K miles,"Clarks Hill, IN","$14,850",https://www.facebook.com//marketplace/item/1965739050549277/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Cadillac deville Coupe 2D,1986,47K miles,"Oxford, IN","$8,000",https://www.facebook.com//marketplace/item/3603328429982536/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Scion xb Hatchback 4D,2011,180K miles,"Delphi, IN","$4,600",https://www.facebook.com//marketplace/item/1393374097978675/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Chevrolet monte carlo,1976,75K miles,"Lafayette, IN","$5,000",https://www.facebook.com//marketplace/item/1271842083578880/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Mercedes-Benz glk-class GL450,2014,132K miles,"Delphi, IN","$9,900",https://www.facebook.com//marketplace/item/3765147637100319/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Dodge challenger sxt rwd,2019,78K miles,"Frankfort, IN","$14,999",https://www.facebook.com//marketplace/item/2252925211732033/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Jeep wrangler S Sport Utility 2D,1995,190K miles,"Lafayette, IN","$7,600",https://www.facebook.com//marketplace/item/1475667410040344/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Ford escape S Sport Utility 4D,2017,177K miles · Dealership,"Thorntown, IN","$5,495",https://www.facebook.com//marketplace/item/1462117387781138/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Toyota t100 xtracab SR5 Pickup,1996,287K miles,"Lafayette, IN","$2,700",https://www.facebook.com//marketplace/item/1495475987731901/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Honda accord,2013,163K miles,"Indianapolis, IN",$2,https://www.facebook.com//marketplace/item/3737508796522857/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Toyota corolla CE Sedan 4D,2008,108K miles,"Lafayette, IN","$7,300",https://www.facebook.com//marketplace/item/305504339296203/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Hyundai sonata SEL Sedan 4D,2023,17K miles,"Lafayette, IN","$25,000",https://www.facebook.com//marketplace/item/1157212088892382/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Honda civic sport touring,2020,49K miles · Dealership,"Lafayette, IN","$23,900",https://www.facebook.com//marketplace/item/775594677845831/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Hyundai tiburon GS Coupe 2D,2007,138K miles,"Lafayette, IN","$7,500",https://www.facebook.com//marketplace/item/1561087717767073/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Hyundai sonata gls v6,2000,103K miles,"Lafayette, IN","$3,300",https://www.facebook.com//marketplace/item/3431304497173131/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Volkswagen tiguan 2.0T SEL 4Motion Sport Utility 4D,2017,169K miles,"West Lafayette, IN","$8,000",https://www.facebook.com//marketplace/item/790551503146100/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Honda accord SE Sedan 4D,2011,181K miles,"Lafayette, IN","$6,000",https://www.facebook.com//marketplace/item/1048955119512464/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Hyundai elantra,2012,118K miles,"Lafayette, IN","$6,900",https://www.facebook.com//marketplace/item/815058623762362/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Toyota corolla L Sedan 4D,2013,108K miles,"West Lafayette, IN","$9,857",https://www.facebook.com//marketplace/item/329853510113818/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Honda civic LX Sedan 4D,2014,119K miles,"Lafayette, IN","$11,997",https://www.facebook.com//marketplace/item/399272423112370/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Ford taurus SHO Sedan 4D,2015,150K miles,"Lafayette, IN","$9,500",https://www.facebook.com//marketplace/item/868960320975797/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Nissan sentra SV Sedan 4D,2013,130K miles,"Lafayette, IN","$6,500",https://www.facebook.com//marketplace/item/969307454934108/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Scion 10 Series Hatchback Coupe 2D,2014,86K miles,"Lafayette, IN","$11,500",https://www.facebook.com//marketplace/item/3382821895196214/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Toyota rav4 LE Sport Utility 4D,2020,42K miles,"Lafayette, IN","$23,000",https://www.facebook.com//marketplace/item/458643123768799/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Chevrolet corvette Stingray Coupe 2D,2023,1.4K miles,"Lafayette, IN","$76,500",https://www.facebook.com//marketplace/item/428811866447387/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Nissan altima 2.5 Sedan 4D,2008,184K miles,"Kokomo, IN","$3,000",https://www.facebook.com//marketplace/item/7758022100957413/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Nissan maxima SR Sedan 4D,2019,60K miles · Dealership,"Monticello, IN","$25,500",https://www.facebook.com//marketplace/item/1967404787051138/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Buick lacrosse Sedan 4D,2013,152K miles,"West Lafayette, IN","$6,900",https://www.facebook.com//marketplace/item/1018319059912059/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Porsche 718 Boxster,2018,65K miles,"Lafayette, IN","$39,500",https://www.facebook.com//marketplace/item/988202856069033/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Honda civic LX Sedan 4D,2009,95K miles,"Lafayette, IN","$9,000",https://www.facebook.com//marketplace/item/935635875002032/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Kia optima LX Sedan 4D,2013,183K miles,"Lafayette, IN","$6,400",https://www.facebook.com//marketplace/item/2194509340901451/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Chevrolet malibu LT Sedan 4D,2016,71K miles,"Monticello, IN","$11,790",https://www.facebook.com//marketplace/item/1797985217367653/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Jeep renegade Sport SUV 4D,2016,96K miles,"Lafayette, IN","$9,500",https://www.facebook.com//marketplace/item/318153294628188/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 BMW 7 series 750Li Sedan 4D,2007,57K miles,"Lafayette, IN","$16,500",https://www.facebook.com//marketplace/item/983953516555487/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Chevrolet cruze SRS,2012,138K miles,"Lafayette, IN","$7,800",https://www.facebook.com//marketplace/item/1859236534581413/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Ford fusion SEL,2011,132K miles,"Lafayette, IN",Free,https://www.facebook.com//marketplace/item/1162335921600607/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Audi a7 Premium Plus Sedan 4D,2016,115K miles,"Lafayette, IN","$16,500",https://www.facebook.com//marketplace/item/1851895558663488/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Nissan altima $1000 down,2016,77K miles,"Lafayette, IN","$1,000",https://www.facebook.com//marketplace/item/1748918542273340/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Honda civic LX Sedan 4D,2018,55K miles,"Lafayette, IN","$14,500",https://www.facebook.com//marketplace/item/1371952113486912/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 BMW z4 2.5i Roadster 2D,2005,71K miles,"Williamsport, IN","$8,500",https://www.facebook.com//marketplace/item/1142898833422412/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Audi a3 2.0T Premium Plus Sedan 4D,2015,52K miles,"Lafayette, IN","$17,000",https://www.facebook.com//marketplace/item/1161505788426199/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Subaru WRX STI Sedan 4D,2020,24K miles,"Lafayette, IN","$35,000",https://www.facebook.com//marketplace/item/2778486732298711/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Volkswagen gti 2.0T Hatchback Coupe 2D,2011,157K miles,"West Lafayette, IN","$4,000",https://www.facebook.com//marketplace/item/979920003036564/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Toyota rav4 Adventure Sport Utility 4D,2019,36K miles,"Delphi, IN","$31,500",https://www.facebook.com//marketplace/item/1505271176861010/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Toyota 4runner awd SR5,2014,180K miles · Dealership,"Lafayette, IN","$19,900",https://www.facebook.com//marketplace/item/1290385521917880/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Chevrolet malibu LT Sedan 4D,2008,180K miles,"Lafayette, IN","$3,000",https://www.facebook.com//marketplace/item/332811783208121/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Honda ridgeline rtl 4x4 3.5,2006,255K miles,"Lafayette, IN","$6,000",https://www.facebook.com//marketplace/item/497058936110095/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Honda pilot EX Sport Utility 4D,2012,271K miles,"Lafayette, IN","$6,600",https://www.facebook.com//marketplace/item/901501737727748/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Dodge neon SE Sedan 4D,2005,189K miles,"Otterbein, IN","$1,400",https://www.facebook.com//marketplace/item/2118972301821868/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Nissan murano SL Sport Utility 4D,2005,173K miles,"Lafayette, IN","$2,600",https://www.facebook.com//marketplace/item/755287840016150/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Ford escort SE Wagon 4D,1987,39K miles,"St John, IN","$5,700",https://www.facebook.com//marketplace/item/1034805238269333/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Chrysler pacifica Limited Minivan 4D,2020,88K miles,"Lafayette, IN","$21,290",https://www.facebook.com//marketplace/item/709979331289650/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Hyundai Sonata,2017,112K miles,"Lafayette, IN","$9,950",https://www.facebook.com//marketplace/item/1516217835916951/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Chevrolet sonic,2019,57K miles,"Frankfort, IN","$9,990",https://www.facebook.com//marketplace/item/1243203989981080/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Dodge charger sxt,2016,69K miles · Dealership,"Lafayette, IN","$16,900",https://www.facebook.com//marketplace/item/3642883282616734/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Pontiac grand prix GT Sedan 4D,2003,148K miles,"Frankfort, IN","$3,250",https://www.facebook.com//marketplace/item/1419924219400335/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Dodge ram 1500 regular cab Short Bed,1999,167K miles,"Lafayette, IN","$3,000",https://www.facebook.com//marketplace/item/393236067098800/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Chevrolet camaro LT Coupe 2D,2016,121K miles,"Lafayette, IN","$17,300",https://www.facebook.com//marketplace/item/753276756733174/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Chevrolet silverado 1500 extended cab LS Pickup 4D 6 1/2 ft,2004,119K miles,"Lafayette, IN","$8,000",https://www.facebook.com//marketplace/item/1603648260199380/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Honda civic Si Sedan 4D,2009,159K miles,"Lafayette, IN","$7,000",https://www.facebook.com//marketplace/item/863136042323684/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Dodge diplomat SE,1986,106K miles,"Brookston, IN","$7,500",https://www.facebook.com//marketplace/item/1186634822485035/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Volkswagen rabbit Hatchback 2D,2008,243K miles,"Delphi, IN","$3,600",https://www.facebook.com//marketplace/item/468792179247723/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Volvo xc60 3.2 Sport Utility 4D,2010,149K miles,"Lafayette, IN","$6,942",https://www.facebook.com//marketplace/item/3878318175733762/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Mercedes-Benz s-class S 500 4MATIC Sedan 4D,2004,139K miles,"Frankfort, IN","$4,500",https://www.facebook.com//marketplace/item/978159490581532/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Mercedes-Benz mercedes-amg cla CLA 35 4MATIC Coupe 4D,2021,50K miles,"Lafayette, IN","$38,999",https://www.facebook.com//marketplace/item/1188759595805824/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 BMW 7 series 750Li Sedan 4D,2011,87K miles,"West Lafayette, IN","$11,997",https://www.facebook.com//marketplace/item/1424909021717523/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 GMC terrain SLT-1 Sport Utility 4D,2015,117K miles,"Indianapolis, IN","$6,100",https://www.facebook.com//marketplace/item/369834535801999/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Discovbery 22 foot,2022,,"Lafayette, IN","$8,000",https://www.facebook.com//marketplace/item/831381708921044/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Pontiac torrent GXP Sport Utility 4D,2008,120K miles,"Indianapolis, IN","$4,000",https://www.facebook.com//marketplace/item/1191670155348880/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Kia sorento EX Sport Utility 4D,2013,112K miles,"Lafayette, IN","$4,800",https://www.facebook.com//marketplace/item/418131513953614/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Chevrolet camaro 2ls coupe,2015,101K miles,"West Lafayette, IN","$10,900",https://www.facebook.com//marketplace/item/466839016082116/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Chevrolet monte carlo SS Coupe 2D,1986,91K miles,"Lafayette, IN","$8,100",https://www.facebook.com//marketplace/item/778645857715376/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Dodge caliber SXT Sport Wagon 4D,2009,88K miles,"South Bend, IN","$4,500",https://www.facebook.com//marketplace/item/1465388494085697/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Cadillac dts Sedan 4D,2010,136K miles,"West Lafayette, IN","$7,500",https://www.facebook.com//marketplace/item/497750206016652/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Ford mustang GT Coupe 2D,2000,120K miles,"West Lafayette, IN","$6,800",https://www.facebook.com//marketplace/item/1174257857106225/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Subaru WRX,2016,82K miles,"Lafayette, IN","$16,500",https://www.facebook.com//marketplace/item/921489893118797/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Ford f250 super duty regular cab XL Pickup 2D 8 ft,2008,115K miles,"Lafayette, IN","$6,200",https://www.facebook.com//marketplace/item/1160443641833674/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Jeep liberty Sport SUV 4D,2012,154K miles,"Lafayette, IN","$5,500",https://www.facebook.com//marketplace/item/991993075767985/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 GMC terrain SLE Sport Utility 4D,2012,115K miles,"Lafayette, IN","$7,000",https://www.facebook.com//marketplace/item/2417983945064561/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Ford expedition xlt,2008,133K miles,"Lafayette, IN","$5,500",https://www.facebook.com//marketplace/item/963543235471194/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Kia optima LX Sedan 4D,2014,107K miles,"Remington, IN","$12,345",https://www.facebook.com//marketplace/item/960253542423551/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Honda civic EX Coupe 2D,2002,200K miles,"Lafayette, IN","$1,000",https://www.facebook.com//marketplace/item/438716655232248/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Jeep liberty Sport SUV 4D,2004,116K miles,"Frankfort, IN","$3,500",https://www.facebook.com//marketplace/item/779607257587387/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
 Jeep wrangler unlimited Rubicon,2019,54K miles,"Lafayette, IN","$36,799",https://www.facebook.com//marketplace/item/323792407454907/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Af63fbce9-cd6a-46f2-998a-80da563f93e7&__tn__=!%3AD,2024-07-10
