Model,Year,Miles,Location,Prices,Link,Scraped_On
 Kia forte LXS Sedan 4D,2019,89K miles,"West Chester, OH","$10,500",https://www.facebook.com//marketplace/item/1084482452617712/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Hyundai elantra GLS Sedan 4D,2013,93K miles,"Seymour, IN","$5,900",https://www.facebook.com//marketplace/item/1611507693026361/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Hyundai elantra GLS Sedan 4D,2013,126K miles,"Fairfield, OH","$6,000",https://www.facebook.com//marketplace/item/998161441410306/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Honda civic EX Sedan 4D,2017,66K miles,"Dayton, OH","$12,000",https://www.facebook.com//marketplace/item/1634700884031059/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Mazda mazda6 i Touring Sedan 4D,2011,129K miles,"Hamilton, OH","$5,999",https://www.facebook.com//marketplace/item/796470122622273/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Toyota camry LE Sedan 4D,2012,173K miles,"Cincinnati, OH","$7,000",https://www.facebook.com//marketplace/item/851510533705064/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Nissan sentra SR Sedan 4D,2013,97K miles,"Cincinnati, OH","$6,500",https://www.facebook.com//marketplace/item/1181177682874884/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Nissan versa SV Sedan 4D,2021,68K miles,"Dayton, OH","$11,000",https://www.facebook.com//marketplace/item/455295193897689/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Toyota corolla LE Sedan 4D,2012,168K miles,"Cincinnati, OH","$5,800",https://www.facebook.com//marketplace/item/1323260725296902/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Nissan sentra S Sedan 4D,2019,178K miles,"Frankfort, KY","$6,000",https://www.facebook.com//marketplace/item/307557712355391/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Honda civic Sport Sedan 4D,2020,84K miles,"Dayton, OH","$12,900",https://www.facebook.com//marketplace/item/349648294611960/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Honda accord LX Sedan 4D,2013,100K miles,"Monroe, OH","$9,600",https://www.facebook.com//marketplace/item/344532005119473/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Ford fusion SE Sedan 4D,2017,120K miles,"Cincinnati, OH","$6,750",https://www.facebook.com//marketplace/item/476744591416109/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Honda civic EX-L Sedan 4D,2013,127K miles,"Dayton, OH","$7,650",https://www.facebook.com//marketplace/item/2400678193459417/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Honda civic EX-T Coupe 2D,2017,90K miles,"West Chester, OH","$6,499",https://www.facebook.com//marketplace/item/979958750286727/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Hyundai genesis 5.0 Sedan 4D,2015,110K miles,"Cincinnati, OH","$13,999",https://www.facebook.com//marketplace/item/456055337003601/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Hyundai elantra GLS Sedan 4D,2013,158K miles,"Xenia, OH","$3,850",https://www.facebook.com//marketplace/item/978539160468761/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Nissan altima 2.5 SV Sedan 4D,2015,154K miles · Dealership,"Cincinnati, OH","$5,850",https://www.facebook.com//marketplace/item/1493862571213395/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Honda accord Sport Sedan 4D,2017,71K miles,"Dayton, OH","$13,500",https://www.facebook.com//marketplace/item/1538485416929134/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Hyundai sonata gls,2020,29K miles,"Cincinnati, OH","$18,950",https://www.facebook.com//marketplace/item/1031572634996649/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Honda accord LX Sedan 4D,2012,155K miles,"Russellville, OH","$6,300",https://www.facebook.com//marketplace/item/952569166878389/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Toyota camry LE Sedan 4D,2009,189K miles,"Cincinnati, OH","$4,780",https://www.facebook.com//marketplace/item/1753366675197044/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Hyundai sonata Hybrid Sedan 4D,2011,127K miles,"Dayton, OH","$4,150",https://www.facebook.com//marketplace/item/807117901392404/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Toyota prius ii,2012,182K miles,"Covington, KY","$6,950",https://www.facebook.com//marketplace/item/901085725112218/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Ford focus SE Sedan 4D,2013,72K miles,"Fairfield, OH","$4,850",https://www.facebook.com//marketplace/item/1298916234846623/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Honda accord Touring Sedan 4D,2018,50K miles,"Morning View, KY","$15,500",https://www.facebook.com//marketplace/item/1173393750579321/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Honda accord ex-l 117k miles super clean 1-owner,2007,117K miles,"Lebanon, OH","$6,650",https://www.facebook.com//marketplace/item/395071360211281/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Ford fusion SE Sedan 4D,2013,140K miles,"Covington, KY","$5,600",https://www.facebook.com//marketplace/item/457221413781866/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Honda civic LX Coupe 2D,2012,186K miles,"Cincinnati, OH","$6,000",https://www.facebook.com//marketplace/item/7626507514069219/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Toyota camry XLE Sedan 4D,2005,226K miles,"Cincinnati, OH","$2,995",https://www.facebook.com//marketplace/item/377327772027096/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Hyundai azera Limited Sedan 4D,2011,146K miles,"Dayton, OH","$3,700",https://www.facebook.com//marketplace/item/469146202725457/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Mazda mazda3 i Sport Sedan 4D,2008,227K miles,"Covington, KY","$2,700",https://www.facebook.com//marketplace/item/1399105884141528/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Jeep patriot Sport SUV 4D,2015,122K miles,"West Chester, OH","$4,800",https://www.facebook.com//marketplace/item/2515668695299551/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Honda accord EX Sedan 4D,2009,200K miles,"Cincinnati, OH","$4,500",https://www.facebook.com//marketplace/item/1442451226407119/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Chevrolet malibu Ltz,2017,145K miles,"Frankfort, KY","$8,350",https://www.facebook.com//marketplace/item/8359745104052922/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Volkswagen jetta sportwagen 2.0L TDI Sport Wagon 4D,2014,118K miles,"Fort Mitchell, KY","$4,500",https://www.facebook.com//marketplace/item/758004839600204/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Mazda mazda6 s Sedan 4D,2003,204K miles,"Cincinnati, OH","$3,000",https://www.facebook.com//marketplace/item/3618623741784574/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Nissan rogue SL Sport Utility 4D,2010,163K miles,"West Chester, OH","$6,500",https://www.facebook.com//marketplace/item/1112572356495564/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Ford fusion,2013,160K miles,"Moscow, OH","$4,000",https://www.facebook.com//marketplace/item/510962938163329/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Dodge challenger R/T Coupe 2D,2013,73K miles,"Cincinnati, OH","$12,000",https://www.facebook.com//marketplace/item/1033941198158037/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Chevrolet impala LT Sedan 4D,2015,190K miles,"Florence, KY","$5,000",https://www.facebook.com//marketplace/item/1035948198209032/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Nissan altima 2.5 Sedan 4D,2006,162K miles,"Cincinnati, OH",Free,https://www.facebook.com//marketplace/item/2698874620271199/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Audi q7,2015,89K miles,"Cincinnati, OH","$14,995",https://www.facebook.com//marketplace/item/1210556596644753/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Nissan sentra Sedan 4D,2012,141K miles,"Waynesville, OH","$2,900",https://www.facebook.com//marketplace/item/1668360123909626/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Hyundai elantra,2004,210K miles,"Chillicothe, OH","$1,600",https://www.facebook.com//marketplace/item/337104576112265/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Chevrolet cobalt LT Sedan 4D,2010,138K miles,"Cincinnati, OH","$3,999",https://www.facebook.com//marketplace/item/501907595526558/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Chevrolet monte carlo SS Coupe 2D,2001,68K miles,"Fort Thomas, KY","$8,000",https://www.facebook.com//marketplace/item/907041010417644/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Ford taurus SEL Sedan 4D,2015,207K miles,"Dayton, OH","$5,550",https://www.facebook.com//marketplace/item/839225584790437/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 BMW 3 series 325i Sedan 4D,2006,142K miles,"Cincinnati, OH","$4,500",https://www.facebook.com//marketplace/item/1504717553463655/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Chevrolet equinox LS Sport Utility 4D,2010,224K miles,"Cincinnati, OH","$3,550",https://www.facebook.com//marketplace/item/1795718224253817/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Volvo xc90 3.2 Premier Plus Sport Utility 4D,2014,137K miles,"Lexington, KY","$7,999",https://www.facebook.com//marketplace/item/1003169797655984/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Chevrolet cruze,2014,166K miles,"Cincinnati, OH","$6,995",https://www.facebook.com//marketplace/item/1517491759164872/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Chevrolet spark 2LT Hatchback 4D,2014,142K miles,"Cincinnati, OH","$3,750",https://www.facebook.com//marketplace/item/1664410824096776/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Chevrolet equinox LT Sport Utility 4D,2010,124K miles · Dealership,"Cincinnati, OH","$5,995",https://www.facebook.com//marketplace/item/2248720602141774/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Subaru wrx impreza sedan,2011,119K miles,"Cincinnati, OH","$11,500",https://www.facebook.com//marketplace/item/984904850091077/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Smart fortwo Pure,2012,150K miles,"Fairfield, OH","$2,000",https://www.facebook.com//marketplace/item/324914544019473/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Chevrolet caprice 6.0 liter PPV,2013,96K miles,"Cincinnati, OH","$11,000",https://www.facebook.com//marketplace/item/1158877588648026/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Toyota rav4 Sport SUV 4D,2011,218K miles,"Cincinnati, OH","$4,795",https://www.facebook.com//marketplace/item/515443884244892/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Honda passport Elite Sport Utility 4D,2022,15K miles,"Monroe, OH","$26,900",https://www.facebook.com//marketplace/item/493659319721634/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Chevrolet malibu LT Sedan 4D,2014,208K miles,"Cincinnati, OH","$4,000",https://www.facebook.com//marketplace/item/1152127209355030/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Chevrolet cobalt ss,2010,108K miles,"Cincinnati, OH","$8,500",https://www.facebook.com//marketplace/item/1241933620121567/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Chrysler 300C Sedan 4D,2007,117K miles,"North Vernon, IN","$6,800",https://www.facebook.com//marketplace/item/427369350281239/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Volkswagen new beetle GL Convertible 2D,2004,2K miles,"Florence, KY","$2,500",https://www.facebook.com//marketplace/item/1176860980111875/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Scion Spec Hatchback Coupe 2D,2008,190K miles,"Cincinnati, OH","$2,600",https://www.facebook.com//marketplace/item/301823396259278/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 MINI Cooper Hatchback 2D,2012,132K miles · Dealership,"Xenia, OH","$5,999",https://www.facebook.com//marketplace/item/466429003001404/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Chevrolet spark LS Hatchback 4D,2016,166K miles,"Cincinnati, OH","$3,200",https://www.facebook.com//marketplace/item/1448496669138131/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Ford fiesta se sedan,2016,71K miles,"Crittenden, KY","$1,500",https://www.facebook.com//marketplace/item/409441008763199/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Dodge ram 2500,2018,180K miles,"Cincinnati, OH","$30,000",https://www.facebook.com//marketplace/item/1004427924536081/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Kia sorento LX Sport Utility 4D,2012,139K miles,"Lexington, KY","$5,490",https://www.facebook.com//marketplace/item/992094349368122/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Subaru forester,2012,,"Cincinnati, OH","$7,495",https://www.facebook.com//marketplace/item/447027471594810/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Ford focus SES Coupe 2D,2010,100K miles,"Cincinnati, OH","$4,300",https://www.facebook.com//marketplace/item/1256845052366052/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Toyota tundra crewmax,2008,225K miles,"Petersburg, KY","$4,700",https://www.facebook.com//marketplace/item/809404784261098/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Hyundai sonata SE Sedan 4D,2014,123K miles,"Cincinnati, OH","$4,410",https://www.facebook.com//marketplace/item/774142288110491/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Honda civic EX-L Sedan 4D,2019,84K miles,"Dayton, OH","$12,000",https://www.facebook.com//marketplace/item/818793096504134/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Nissan altima 2.5 S Sedan 4D,2013,113K miles,"Cincinnati, OH","$6,500",https://www.facebook.com//marketplace/item/953105556563210/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Honda civic LX Coupe 2D,2013,122K miles,"Hamilton, OH","$6,000",https://www.facebook.com//marketplace/item/1182266773062255/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Nissan rogue S Sport Utility 4D,2016,103K miles,"Dayton, OH","$6,750",https://www.facebook.com//marketplace/item/1160618418512436/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Toyota camry LE Sedan 4D,2010,131K miles,"Xenia, OH","$4,700",https://www.facebook.com//marketplace/item/2607313316113785/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Toyota camry XLE Sedan 4D,2007,86K miles,"Lexington, KY","$8,200",https://www.facebook.com//marketplace/item/355772327543545/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Honda accord SE Sedan 4D,2011,47K miles,"Cincinnati, OH","$9,500",https://www.facebook.com//marketplace/item/1006913601010275/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Hyundai elantra GLS Sedan 4D,2007,71K miles,"Springboro, OH","$4,500",https://www.facebook.com//marketplace/item/429844359958384/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Mazda mazda3 i Touring Sedan 4D,2010,154K miles,"Lexington, KY","$4,800",https://www.facebook.com//marketplace/item/458528647101748/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Toyota camry XLE Sedan 4D,2003,105K miles,"Fairfield, OH","$5,950",https://www.facebook.com//marketplace/item/1506286626850761/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Toyota avalon XLE Sedan 4D,2014,78K miles,"Florence, KY","$12,000",https://www.facebook.com//marketplace/item/981835620384901/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Honda accord Sport Sedan 4D,2017,188K miles,"Cincinnati, OH","$9,000",https://www.facebook.com//marketplace/item/838044038239369/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Honda accord,2013,178K miles,"Lebanon, OH","$8,700",https://www.facebook.com//marketplace/item/1619527992176401/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Chevrolet cruze limited LTZ Sedan 4D,2016,103K miles,"Franklin, OH","$7,000",https://www.facebook.com//marketplace/item/1200966437587227/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Toyota camry SE Sedan 4D,2009,144K miles,"Cincinnati, OH","$5,800",https://www.facebook.com//marketplace/item/959177228925418/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Honda accord LX Sedan 4D,2012,155K miles,"Middletown, OH","$6,700",https://www.facebook.com//marketplace/item/1531684154050677/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Kia forte EX Sedan 4D,2013,168K miles,"Lexington, KY","$4,300",https://www.facebook.com//marketplace/item/1184894932649874/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Nissan rogue S Sport Utility 4D,2011,90K miles,"Lawrenceburg, IN","$5,500",https://www.facebook.com//marketplace/item/426309560329344/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Nissan leaf SV Hatchback 4D,2015,71K miles,"Maineville, OH","$5,200",https://www.facebook.com//marketplace/item/829677799063551/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Suzuki forenza Sedan 4D,2008,43K miles,"West Chester, OH","$5,800",https://www.facebook.com//marketplace/item/1402939423740929/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Hyundai kona,2020,42K miles,"Dayton, OH","$3,500",https://www.facebook.com//marketplace/item/1015494406761995/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Hyundai veloster RE:MIX Coupe 3D,2013,118K miles,"Cincinnati, OH","$6,500",https://www.facebook.com//marketplace/item/862517622361219/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Toyota camry XLE Sedan 4D,2009,178K miles,"Dayton, OH","$4,499",https://www.facebook.com//marketplace/item/1235945604442521/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Nissan leaf S-24 Hatchback 4D,2016,26K miles,"Fort Thomas, KY","$6,000",https://www.facebook.com//marketplace/item/3792474441038159/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Ford fusion se,2016,59K miles,"Cincinnati, OH","$15,467",https://www.facebook.com//marketplace/item/1182876436049402/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
 Dodge dart SXT Sedan 4D,2013,138K miles,"West Chester, OH","$5,500",https://www.facebook.com//marketplace/item/970049587403024/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A700a099f-a4ee-4112-b730-8d21a362b513&__tn__=!%3AD,2024-07-03
