Model,Year,Miles,Location,Prices,Link,Scraped_On
 Ford focus Titanium Sedan 4D,2014,82K miles,"Chicago, IL","$5,000",https://www.facebook.com//marketplace/item/782139960573085/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Toyota camry LE Sedan 4D,2004,210K miles,"Chicago, IL","$2,000",https://www.facebook.com//marketplace/item/492531900110079/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Toyota camry XSE V6,2024,5K miles,"Calumet City, IL","$30,373",https://www.facebook.com//marketplace/item/1001162174920745/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Toyota camry hybrid LE,2018,101K miles,"Posen, IL","$16,999",https://www.facebook.com//marketplace/item/7450338598427843/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Toyota corolla LE Sedan 4D,2020,43K miles,"Chicago, IL","$13,900",https://www.facebook.com//marketplace/item/2120566681651558/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Honda accord EX-L Sedan 4D,2008,245K miles,"Chicago, IL","$3,250",https://www.facebook.com//marketplace/item/3193369020797614/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Chevrolet spark 2LT Hatchback 4D,2015,120K miles,"Chicago, IL","$5,000",https://www.facebook.com//marketplace/item/1382704645744848/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Toyota prius Hatchback 4D,2008,220K miles,"Villa Park, IL","$4,500",https://www.facebook.com//marketplace/item/367149759336600/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Chevrolet sonic,2013,119K miles,"Chicago, IL","$4,100",https://www.facebook.com//marketplace/item/1453301858686616/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Hyundai elantra Limited Sedan 4D,2012,102K miles,"Chicago, IL","$5,399",https://www.facebook.com//marketplace/item/1020689382957477/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Toyota camry LE Sedan 4D,2009,191K miles,"Chicago, IL","$4,850",https://www.facebook.com//marketplace/item/485607467289339/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Toyota camry LE Sedan 4D,2008,163K miles,"Chicago, IL","$4,800",https://www.facebook.com//marketplace/item/1132240467988531/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Hyundai tucson,2015,95K miles,"Chicago, IL","$7,500",https://www.facebook.com//marketplace/item/1199846184705849/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Mitsubishi outlander sport SE Sport Utility 4D,2021,97K miles,"Chicago, IL","$11,800",https://www.facebook.com//marketplace/item/1551967952200806/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Ford focus SE Hatchback 4D,2018,43K miles,"Chicago, IL","$6,500",https://www.facebook.com//marketplace/item/7794820527220241/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Hyundai elantra,2007,1.8K miles,"Chicago, IL","$2,300",https://www.facebook.com//marketplace/item/1024490939018564/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Ford focus,2014,120K miles,"Chicago, IL","$4,000",https://www.facebook.com//marketplace/item/396333582903779/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Infiniti q50,2019,76K miles,"Chicago, IL","$13,000",https://www.facebook.com//marketplace/item/401688325657899/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Nissan sentra S Sedan 4D,2014,137K miles,"Des Plaines, IL","$5,400",https://www.facebook.com//marketplace/item/3703477906537119/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Mazda mazda6 i Sedan 4D,2004,225K miles,"Chicago, IL","$3,000",https://www.facebook.com//marketplace/item/1020569466080228/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Toyota corolla,2012,123K miles,"Chicago, IL","$7,500",https://www.facebook.com//marketplace/item/517367274098678/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Nissan altima 2.5 SV Sedan 4D,2016,190K miles,"Darien, IL","$3,000",https://www.facebook.com//marketplace/item/1030910195268424/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Ford fusion,2017,137K miles,"Glenview, IL","$7,000",https://www.facebook.com//marketplace/item/1030310708426491/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Honda civic LX Sedan 4D,2016,134K miles,"Chicago, IL","$9,800",https://www.facebook.com//marketplace/item/1012004956604204/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Lincoln town car Executive Sedan 4D,1998,144K miles,"Chicago, IL","$3,400",https://www.facebook.com//marketplace/item/3568281766756204/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Honda accord Sport Sedan 4D,2014,83K miles,"Chicago, IL","$8,900",https://www.facebook.com//marketplace/item/822246426213583/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Dodge charger SXT Sedan 4D,2016,89K miles,"Chicago, IL","$2,500",https://www.facebook.com//marketplace/item/973788727819592/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Mazda mazda3 i Sedan 4D,2006,170K miles,"Cicero, IL","$2,250",https://www.facebook.com//marketplace/item/1180390916542702/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Honda accord DX Sedan 4D,2001,189K miles,"Chicago, IL","$1,800",https://www.facebook.com//marketplace/item/1026605201706835/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Honda civic Hybrid Sedan 4D,2007,130K miles,"Chicago, IL","$4,000",https://www.facebook.com//marketplace/item/1163370231358650/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Ford fiesta SE Sedan 4D,2013,123K miles,"Chicago, IL","$3,000",https://www.facebook.com//marketplace/item/1018069783370831/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Chevrolet malibu LT Sedan 4D,2017,104K miles,"Chicago, IL","$6,999",https://www.facebook.com//marketplace/item/844736130932721/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Volkswagen jetta 2.5 Sedan 4D,2006,173K miles,"Chicago, IL","$3,800",https://www.facebook.com//marketplace/item/1751538898703991/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Honda accord EX Sedan 4D,2012,140K miles,"Chicago, IL","$2,000",https://www.facebook.com//marketplace/item/1690916511738520/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Subaru impreza 2.0i Sport Limited Wagon 4D,2013,170K miles,"Chicago, IL","$4,800",https://www.facebook.com//marketplace/item/836687524948489/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Chevrolet malibu LS Sedan 4D,2017,120K miles,"Chicago, IL","$5,900",https://www.facebook.com//marketplace/item/496250642843841/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Toyota camry SE Sedan 4D,2019,48K miles,"Worth, IL","$20,640",https://www.facebook.com//marketplace/item/960709962316906/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Ford escape SE Sport Utility 4D,2014,87K miles,"Chicago, IL","$6,700",https://www.facebook.com//marketplace/item/3909125002692353/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Volvo v60 T5 Cross Country Wagon 4D,2015,62K miles,"Chicago, IL","$8,500",https://www.facebook.com//marketplace/item/1018239016634968/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Ford focus SE Sedan 4D,2014,158K miles,"Chicago, IL","$3,000",https://www.facebook.com//marketplace/item/1779951706074654/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Nissan altima 2.5 S Sedan 4D,2008,137K miles,"Chicago, IL","$2,500",https://www.facebook.com//marketplace/item/513316754457335/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Ford focus SEL Sedan 4D,2012,129K miles,"Chicago, IL","$4,000",https://www.facebook.com//marketplace/item/992218742447532/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Kia kai,2024,6.7K miles,"Chicago, IL","$3,000",https://www.facebook.com//marketplace/item/1114794329583565/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Lexus RX 350 Sport Utility 4D,2008,120K miles,"Chicago, IL","$5,900",https://www.facebook.com//marketplace/item/849628609834616/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Chevrolet cruze LT Sedan 4D,2014,128K miles,"Chicago, IL","$4,200",https://www.facebook.com//marketplace/item/1441639897228351/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 BMW x3 3.0i Sport Utility 4D,2005,185K miles,"Harwood Heights, IL","$3,700",https://www.facebook.com//marketplace/item/496102142871823/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Acura tsx Sedan 4D,2010,204K miles,"Chicago, IL","$4,700",https://www.facebook.com//marketplace/item/1388055085215350/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Hyundai sonata GLS Sedan 4D,2006,188K miles,"Chicago Ridge, IL","$1,800",https://www.facebook.com//marketplace/item/2756281601207503/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Scion fr-s Coupe 2D,2013,108K miles,"Oak Lawn, IL","$10,000",https://www.facebook.com//marketplace/item/2584299125098974/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Chevrolet aveo LT Sedan 4D,2011,122K miles,"Chicago, IL","$2,400",https://www.facebook.com//marketplace/item/1583774702197829/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Chrysler 200 Limited Sedan 4D,2015,110K miles,"Bensenville, IL","$4,700",https://www.facebook.com//marketplace/item/1794496327744992/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Kia soul Wagon 4D,2012,135K miles,"Chicago, IL","$3,600",https://www.facebook.com//marketplace/item/7847867878613983/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Ford fiesta SES Hatchback 4D,2011,130K miles,"Melrose Park, IL","$3,800",https://www.facebook.com//marketplace/item/1076769550122718/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Subaru impreza 2.5i Premium Sport Wagon 4D,2010,77K miles,"Roselle, IL","$5,500",https://www.facebook.com//marketplace/item/1211365593100331/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Toyota prius Hybrid 50MPG,2010,130K miles,"Northbrook, IL","$7,500",https://www.facebook.com//marketplace/item/456267377217276/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Toyota prius Two Hatchback 4D,2012,172K miles,"Niles, IL","$5,500",https://www.facebook.com//marketplace/item/518551003831701/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Volkswagen golf GLS Hatchback 4D,2000,150K miles,"Chicago, IL","$3,800",https://www.facebook.com//marketplace/item/1053733392755119/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Honda cr-v EX-L Sport Utility 4D,2014,65K miles,"Chicago, IL","$9,900",https://www.facebook.com//marketplace/item/825119372907455/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Honda accord EX Sedan 4D,1991,153K miles,"Villa Park, IL","$2,200",https://www.facebook.com//marketplace/item/1145744133143975/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Honda civic LX-P Coupe 2D,2017,89K miles,"Chicago, IL","$11,500",https://www.facebook.com//marketplace/item/785208913536192/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Toyota prius v Five Wagon 4D,2012,90K miles,"Wheeling, IL","$8,000",https://www.facebook.com//marketplace/item/2001935650262141/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Honda civic Sport Sedan 4D,2020,43K miles,"Chicago, IL","$17,000",https://www.facebook.com//marketplace/item/1907481116432388/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Lexus ES 300 Sedan 4D,2001,165K miles,"Chicago, IL","$2,800",https://www.facebook.com//marketplace/item/1493012667980420/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Chevrolet cruze LT Sedan 4D,2011,125K miles,"Berwyn, IL","$3,900",https://www.facebook.com//marketplace/item/882720797028998/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 BMW 3 series 328i Sedan 4D,2007,195K miles,"Glenview, IL","$2,900",https://www.facebook.com//marketplace/item/412032835175314/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Honda accord EX-L Sedan 4D,2011,148K miles,"Chicago, IL","$4,800",https://www.facebook.com//marketplace/item/1075383116842057/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Subaru forester 2.5x awd mint condition all pwr ac heat cd runs perfect no issues!,2012,133K miles,"Chicago, IL","$5,535",https://www.facebook.com//marketplace/item/1954635851643708/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Ford fusion S Sedan 4D,2015,139K miles,"South Holland, IL","$4,900",https://www.facebook.com//marketplace/item/492026773335001/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Subaru outback,2011,120K miles,"Chicago, IL","$4,300",https://www.facebook.com//marketplace/item/1414894369222839/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Nissan altima 2.5 Sedan 4D,2007,70K miles,"Chicago, IL","$3,000",https://www.facebook.com//marketplace/item/2461697977352496/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Kia sorento LX Sport Utility 4D,2015,97K miles,"Chicago, IL","$7,800",https://www.facebook.com//marketplace/item/3873938272928857/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Jeep grand cherokee laredo 4wd,2019,129K miles,"Chicago, IL","$2,500",https://www.facebook.com//marketplace/item/243286268635518/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Hyundai accent GLS Sedan 4D,2008,151K miles,"Chicago, IL","$2,500",https://www.facebook.com//marketplace/item/1611279802776949/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Honda civic LX Sedan 4D,2013,140K miles,"Chicago, IL","$7,800",https://www.facebook.com//marketplace/item/1207110800315874/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Chevrolet camaro 2LS,2012,177K miles,"Chicago, IL","$7,500",https://www.facebook.com//marketplace/item/467908205969194/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Toyota corolla,2007,173K miles,"Chicago, IL","$3,000",https://www.facebook.com//marketplace/item/495610436183528/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Ford explorer Sport Utility 4D,2015,125K miles,"Chicago, IL","$8,500",https://www.facebook.com//marketplace/item/995452092289425/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Toyota prius Four Hatchback 4D,2013,149K miles,"Chicago, IL","$8,900",https://www.facebook.com//marketplace/item/1831837223972723/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Honda civic EX Sedan 4D,2007,148K miles,"Chicago, IL","$4,800",https://www.facebook.com//marketplace/item/406711175099338/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Mazda cx-30 Preferred Sport Utility 4D,2020,37K miles,"Willow Springs, IL","$21,188",https://www.facebook.com//marketplace/item/1246266583448096/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Toyota prius Hatchback 4D,2008,166K miles,"Lincolnwood, IL","$4,400",https://www.facebook.com//marketplace/item/451161684356582/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Chevrolet cruze 1.4,2011,186K miles,"Chicago, IL","$2,300",https://www.facebook.com//marketplace/item/1185525642783288/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Toyota prius c Three Hatchback 4D,2013,150K miles,"Chicago, IL","$6,299",https://www.facebook.com//marketplace/item/1002520811329080/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Nissan rogue SV Sport Utility 4D,2011,213K miles,"Des Plaines, IL","$3,900",https://www.facebook.com//marketplace/item/502718132286309/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Chevrolet impala LT,2014,177K miles,"Alsip, IL","$5,900",https://www.facebook.com//marketplace/item/869093778604856/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Ford focus S Sedan 4D,2012,152K miles,"Chicago, IL","$3,500",https://www.facebook.com//marketplace/item/3754045488165376/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Hyundai kona Sel plus,2021,11K miles,"Chicago, IL","$19,500",https://www.facebook.com//marketplace/item/331311063363653/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Tesla model 3,2023,16K miles,"Lombard, IL","$29,250",https://www.facebook.com//marketplace/item/452176594050994/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Honda cr-v EX-L Sport Utility 4D,2008,190K miles,"Chicago, IL","$4,300",https://www.facebook.com//marketplace/item/1471760393444923/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Lexus ES 330 Sedan 4D,2005,80K miles,"Bridgeview, IL","$8,000",https://www.facebook.com//marketplace/item/789239126725725/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Volkswagen jetta 2.5L SE Sedan 4D,2012,10K miles,"Chicago, IL","$4,300",https://www.facebook.com//marketplace/item/2232021307152885/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Nissan altima 2.5 S Sedan 4D,2016,122K miles,"Elmwood Park, IL","$5,000",https://www.facebook.com//marketplace/item/2216502685359517/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Nissan versa SV Sedan 4D,2019,70K miles,"Chicago, IL","$6,975",https://www.facebook.com//marketplace/item/502826055462994/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Toyota corolla LE Eco Premium Sedan 4D,2016,87K miles,"Chicago, IL","$7,500",https://www.facebook.com//marketplace/item/489920820385817/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Mazda mazda3 s Grand Touring Hatchback 4D,2011,170K miles,"Chicago, IL","$3,499",https://www.facebook.com//marketplace/item/353887051143101/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Toyota camry XLE Sedan 4D,2003,203K miles,"Des Plaines, IL","$2,499",https://www.facebook.com//marketplace/item/488732446858421/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
 Toyota avalon Limited Hybrid Sedan 4D,2013,151K miles,"Chicago, IL","$12,000",https://www.facebook.com//marketplace/item/390845434013001/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A3ff5de07-72e2-4a23-866e-a632880b3fbd&__tn__=!%3AD,2024-07-10
