Model,Year,Miles,Location,Prices,Link,Scraped_On
 Toyota camry L Sedan 4D,2014,62K miles,"Dayton, OH","$8,015",https://www.facebook.com//marketplace/item/1708774002989116/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Hyundai elantra Limited Sedan 4D,2020,142K miles,"Cincinnati, OH","$7,900",https://www.facebook.com//marketplace/item/1594730094627868/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Hyundai elantra Limited Sedan 4D,2012,105K miles,"Dayton, OH","$6,500",https://www.facebook.com//marketplace/item/427384116875568/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Nissan sentra S Sedan 4D,2017,132K miles,"Cincinnati, OH","$6,000",https://www.facebook.com//marketplace/item/313264328261481/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Hyundai elantra Limited Sedan 4D,2013,123K miles,"Cincinnati, OH","$4,290",https://www.facebook.com//marketplace/item/1021188729641984/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Honda civic LX Sedan 4D,2017,122K miles,"Dayton, OH","$8,550",https://www.facebook.com//marketplace/item/1003011618148533/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Hyundai accent Sport Hatchback 4D,2017,107K miles,"Cincinnati, OH","$5,785",https://www.facebook.com//marketplace/item/439493179049232/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Toyota camry L Sedan 4D,2019,43K miles,"Fairfield, OH","$18,995",https://www.facebook.com//marketplace/item/1235663504069521/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Honda civic EX Sedan 4D,2013,95K miles,"Mason, OH","$7,830",https://www.facebook.com//marketplace/item/1518469768725886/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Volkswagen jetta SE,2013,105K miles,"Dayton, OH","$5,500",https://www.facebook.com//marketplace/item/1695145807896891/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Kia forte,2016,110K miles,"Cincinnati, OH","$4,500",https://www.facebook.com//marketplace/item/819070040325528/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Hyundai elantra GLS Sedan 4D,2007,71K miles,"Springboro, OH","$4,500",https://www.facebook.com//marketplace/item/429844359958384/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Nissan altima 2.5 S Sedan 4D,2020,75K miles,"Cincinnati, OH","$16,000",https://www.facebook.com//marketplace/item/7762563527169100/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Honda accord Sport Sedan 4D,2013,135K miles,"Lebanon, OH","$10,000",https://www.facebook.com//marketplace/item/1014940503401305/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Subaru impreza 2.0i Sedan 4D,2015,158K miles,"Hamilton, OH","$6,500",https://www.facebook.com//marketplace/item/1167103484421627/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Kia optima LX Sedan 4D,2017,158K miles,"Dayton, OH","$7,500",https://www.facebook.com//marketplace/item/985562113269843/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Ford fusion SE Sedan 4D,2017,120K miles,"Cincinnati, OH","$6,750",https://www.facebook.com//marketplace/item/476744591416109/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Honda accord EX Coupe 2D,2013,158K miles,"Springfield, OH","$6,500",https://www.facebook.com//marketplace/item/2262878160724524/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Kia sportage LX Sport Utility 4D,2016,148K miles,"Dayton, OH","$6,495",https://www.facebook.com//marketplace/item/3247738018693864/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Honda accord Sport Sedan 4D,2017,64K miles,"Monroe, OH","$15,900",https://www.facebook.com//marketplace/item/995846908357946/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Toyota camry XLE Sedan 4D,2009,178K miles,"Dayton, OH","$4,499",https://www.facebook.com//marketplace/item/1235945604442521/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Mazda mazda3 s Sport Sedan 4D,2010,140K miles,"Dayton, OH","$3,000",https://www.facebook.com//marketplace/item/810095661044665/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Toyota prius Three Hatchback 4D,2015,131K miles,"Harrison, OH","$8,900",https://www.facebook.com//marketplace/item/1634313153968527/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Mazda mazda6 i Grand Touring Sedan 4D,2012,198K miles,"Cincinnati, OH","$2,700",https://www.facebook.com//marketplace/item/7697104893659305/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Honda civic Sport Hatchback 4D,2022,27K miles,"Dayton, OH","$18,500",https://www.facebook.com//marketplace/item/791355889793287/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Toyota rav4 Limited,2009,268K miles,"Wilmington, OH","$5,000",https://www.facebook.com//marketplace/item/1158678362068367/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Honda accord,2010,187K miles,"Lebanon, OH","$5,450",https://www.facebook.com//marketplace/item/1022989112801038/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Honda cr-v LX Sport Utility 4D,2013,104K miles,"Cincinnati, OH","$10,000",https://www.facebook.com//marketplace/item/1488642218744660/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Honda civic DX Coupe 2D,2010,170K miles,"Fairfield, OH","$4,300",https://www.facebook.com//marketplace/item/771384808195673/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Lexus IS 250 Sport Sedan 4D,2009,163K miles,"Newport, KY","$4,000",https://www.facebook.com//marketplace/item/1651358309034800/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Ford f150 super cab FX4 Pickup 4D 6 1/2 ft,2010,180K miles,"Cincinnati, OH","$11,900",https://www.facebook.com//marketplace/item/496445256160785/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Kia rio EX Sedan 4D,2015,144K miles,"West Chester, OH","$3,500",https://www.facebook.com//marketplace/item/1461098214778292/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 BMW 3 series 2014 BMW 335i Xdrive M Package,2014,123K miles,"West Chester, OH","$11,200",https://www.facebook.com//marketplace/item/1271389253821632/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Toyota prius c Four Hatchback 4D,2014,226K miles,"Mason, OH","$4,600",https://www.facebook.com//marketplace/item/1005710164891039/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Lincoln town car,2001,87K miles,"Franklin, OH","$5,500",https://www.facebook.com//marketplace/item/1613942302771596/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Toyota crown Royal Saloon,1997,85K miles,"Loveland, OH","$9,000",https://www.facebook.com//marketplace/item/1866162377186443/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Toyota matrix XRS Sport Wagon 4D,2009,170K miles,"Cincinnati, OH","$3,500",https://www.facebook.com//marketplace/item/441543458663651/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Iron works car trailer challenger,2017,,"Mason, OH","$7,400",https://www.facebook.com//marketplace/item/1897460607396195/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Volvo v50 T5 Sport Wagon 4D,2005,117K miles,"Wilmington, OH","$3,500",https://www.facebook.com//marketplace/item/406483688408930/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Kia sorento LX Sport Utility 4D,2011,355K miles,"Cincinnati, OH","$3,495",https://www.facebook.com//marketplace/item/7848996355156306/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Toyota avalon XLS Sedan 4D,2000,250K miles,"Loveland, OH","$2,500",https://www.facebook.com//marketplace/item/2343174222681405/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Columbia Par Car 36 volt electric,1969,,"Milford, OH","$1,500",https://www.facebook.com//marketplace/item/1004712427220440/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Mazda mazda6 s Sedan 4D,2003,204K miles,"Cincinnati, OH","$3,000",https://www.facebook.com//marketplace/item/3618623741784574/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 GMC yukon Denali Sport Utility 4D,2017,189K miles,"Loveland, OH","$14,000",https://www.facebook.com//marketplace/item/8631200143586534/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Buick regal Premium 2 Sedan 4D,2012,141K miles,"Lebanon, OH","$2,500",https://www.facebook.com//marketplace/item/886180336738817/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Hyundai sonata Limited Sedan 4D,2009,175K miles,"Springboro, OH","$1,000",https://www.facebook.com//marketplace/item/485666440487027/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Chevrolet malibu LTZ Sedan 4D,2014,119K miles,"Covington, KY","$4,850",https://www.facebook.com//marketplace/item/839025601030709/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Saturn aura,2009,96K miles,"West Chester, OH","$2,500",https://www.facebook.com//marketplace/item/997306478414389/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Ford fusion SE Sedan 4D,2007,230K miles,"Hamilton, OH","$2,300",https://www.facebook.com//marketplace/item/1791569471371487/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Hyundai tucson SE Sport Utility 4D,2007,150K miles · Dealership,"Waynesville, OH","$3,000",https://www.facebook.com//marketplace/item/988887949394416/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Chevrolet cruze,2012,225K miles,"Brooksville, KY",$800,https://www.facebook.com//marketplace/item/1201419104202545/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Chevrolet equinox LS Sport Utility 4D,2010,169K miles,"Maineville, OH","$2,850",https://www.facebook.com//marketplace/item/2027994774261659/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Honda civic EX Sedan 4D,2007,190K miles,"Cincinnati, OH","$3,600",https://www.facebook.com//marketplace/item/500645089202474/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Chevrolet equinox LT Sport Utility 4D,2013,277K miles,"Morrow, OH","$2,850",https://www.facebook.com//marketplace/item/3844253485853561/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Mitsubishi eclipse GT Coupe 2D,2000,166K miles,"Maineville, OH","$2,000",https://www.facebook.com//marketplace/item/868243992022215/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Honda civic DX Sedan 4D,2005,292K miles,"Mason, OH",$700,https://www.facebook.com//marketplace/item/443449005273184/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Ford mustang Coupe 2D,2002,135K miles,"Mason, OH","$4,000",https://www.facebook.com//marketplace/item/1670934913740320/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Chevrolet z06 2LZ,2024,412 miles,"Springboro, OH","$126,000",https://www.facebook.com//marketplace/item/490708103633669/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Nissan altima 2.5 Sedan 4D,2010,226K miles,"Hamilton, OH","$1,700",https://www.facebook.com//marketplace/item/3771707236435956/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Ford taurus SEL Sedan 4D,2015,183K miles,"Franklin, OH","$4,995",https://www.facebook.com//marketplace/item/3600823833580466/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Chevrolet equinox LS Sport Utility 4D,2011,164K miles,"Cincinnati, OH","$4,000",https://www.facebook.com//marketplace/item/1011955167156305/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Chrysler 200C Sedan 4D,2015,222K miles,"Hamilton, OH",$500,https://www.facebook.com//marketplace/item/1187230908970439/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Ford f250 super duty crew cab XLT Pickup 4D 6 3/4 ft,2020,31K miles,"Mason, OH","$46,000",https://www.facebook.com//marketplace/item/7704950166250195/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Ford focus SES Coupe 2D,2010,100K miles,"Cincinnati, OH","$4,300",https://www.facebook.com//marketplace/item/1256845052366052/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Subaru forester,2011,120K miles,"Wilmington, OH","$6,122",https://www.facebook.com//marketplace/item/499662369078470/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Toyota camry SE Sedan 4D,2012,160K miles,"Monroe, OH","$8,300",https://www.facebook.com//marketplace/item/2808442712655041/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Hyundai elantra SE Sedan 4D,2018,85K miles,"Middletown, OH","$7,500",https://www.facebook.com//marketplace/item/1122806015453462/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Hyundai elantra GLS Sedan 4D,2013,113K miles,"Cincinnati, OH","$4,999",https://www.facebook.com//marketplace/item/1127175635051621/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Nissan sentra SV Sedan 4D,2016,100K miles,"Dayton, OH","$6,500",https://www.facebook.com//marketplace/item/329748183409622/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Kia forte LXS Sedan 4D,2019,89K miles,"West Chester, OH","$10,500",https://www.facebook.com//marketplace/item/1084482452617712/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Kia forte LX Sedan 4D,2017,52K miles,"New Carlisle, OH","$8,500",https://www.facebook.com//marketplace/item/836632775114247/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Hyundai sonata Limited Sedan 4D,2011,83K miles,"Florence, KY","$4,800",https://www.facebook.com//marketplace/item/1289064385052879/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Nissan versa SV Sedan 4D,2021,68K miles,"Dayton, OH","$11,000",https://www.facebook.com//marketplace/item/455295193897689/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Hyundai Elantra GT,2018,40K miles,"Hamilton, OH","$9,999",https://www.facebook.com//marketplace/item/4745967818955965/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Kia forte EX Sedan 4D,2015,115K miles,"Dayton, OH","$5,900",https://www.facebook.com//marketplace/item/7887502131296920/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Toyota corolla LE Sedan 4D,2010,164K miles,"Farmersville, OH","$6,200",https://www.facebook.com//marketplace/item/2066360387646255/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Volkswagen jetta 2.0T GLI Sedan 4D,2012,149K miles,"Cincinnati, OH","$6,700",https://www.facebook.com//marketplace/item/488785040341664/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Nissan sentra FE+ SV Sedan 4D,2013,155K miles,"Morrow, OH","$4,500",https://www.facebook.com//marketplace/item/1935398196895783/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Hyundai sonata SE,2016,87K miles,"West Chester, OH","$3,000",https://www.facebook.com//marketplace/item/978515799974709/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Honda fit LX Hatchback 4D,2017,89K miles,"Hamilton, OH","$8,800",https://www.facebook.com//marketplace/item/1149721253003443/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Honda civic LX Coupe 2D,2013,122K miles,"Hamilton, OH","$6,000",https://www.facebook.com//marketplace/item/1182266773062255/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Honda accord LX-P Sedan 4D,2011,121K miles,"Cincinnati, OH","$6,200",https://www.facebook.com//marketplace/item/405237602332011/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Honda accord,2013,178K miles,"Lebanon, OH","$8,700",https://www.facebook.com//marketplace/item/1619527992176401/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Kia optima EX Hybrid Sedan 4D,2013,124K miles,"Okeana, OH","$8,000",https://www.facebook.com//marketplace/item/426090980408522/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Audi a6 3.0T Premium Sedan 4D,2013,94K miles,"West Chester, OH","$9,400",https://www.facebook.com//marketplace/item/997651088174997/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Hyundai veloster Coupe 3D,2013,155K miles,"Cincinnati, OH","$4,700",https://www.facebook.com//marketplace/item/1394306201266436/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Kia forte LX Sedan 4D,2013,108K miles,"Dayton, OH","$3,800",https://www.facebook.com//marketplace/item/633012365620741/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Nissan versa SV Sedan 4D,2019,92K miles,"Fairfield, OH","$3,500",https://www.facebook.com//marketplace/item/316411121439898/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Mitsubishi mirage g4 ES Sedan 4D,2017,113K miles,"Cincinnati, OH","$3,900",https://www.facebook.com//marketplace/item/475470058372275/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Volkswagen jetta 2.5L SEL Sedan 4D,2013,145K miles,"Circleville, OH","$3,500",https://www.facebook.com//marketplace/item/446894758207089/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Hyundai elantra SE Sedan 4D,2014,12K miles,"Hamilton, OH",$1,https://www.facebook.com//marketplace/item/1144715276559256/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Ford fusion SE Sedan 4D,2015,114K miles,"Englewood, OH","$7,500",https://www.facebook.com//marketplace/item/489553013449427/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Ford fusion SE Hybrid Sedan 4D,2017,115K miles,"Fairfield, OH","$2,000",https://www.facebook.com//marketplace/item/820252696736953/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Audi a4 2.0T Sedan 4D,2007,70K miles,"Trenton, OH","$5,000",https://www.facebook.com//marketplace/item/1642228506511750/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Lexus ES 300h Sedan 4D,2016,114K miles,"Dayton, OH","$15,000",https://www.facebook.com//marketplace/item/1634799387306070/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Kia soul + Wagon 4D,2014,156K miles,"Cincinnati, OH","$5,400",https://www.facebook.com//marketplace/item/447525084854303/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Toyota camry XLE Sedan 4D,2007,230K miles,"Hamilton, OH","$3,800",https://www.facebook.com//marketplace/item/1840518259763706/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Honda accord EX-L Coupe 2D,2013,12K miles,"Hamilton, OH","$2,000",https://www.facebook.com//marketplace/item/461767690136596/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Chevrolet cruze LT Sedan 4D,2014,102K miles · Dealership,"Cincinnati, OH","$4,900",https://www.facebook.com//marketplace/item/1524838261781090/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Ford f150 regular cab FX2 Pickup 2D 6 1/2 ft,2014,85K miles,"Mason, OH","$8,000",https://www.facebook.com//marketplace/item/2081456205569793/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
 Buick lacrosse Premium Sedan 4D,2017,60K miles,"Miamisburg, OH","$13,495",https://www.facebook.com//marketplace/item/1032644545173750/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A87557212-cb06-435b-817d-791d564526d7&__tn__=!%3AD,2024-07-04
